Tiempo ;YAW;PITCH;E_YAW;E_PITCH
42.02;17.375;0.003;0;-8.667
42.04;17.375;0.003;0;-8.653
42.06;17.375;0.003;0;-8.64
42.08;17.375;0.003;0;-8.627
42.1;17.375;0.003;0;-8.613
42.12;17.375;0.003;0;-8.6
42.14;17.375;0.003;0;-8.587
42.16;17.375;0.003;0;-8.573
42.18;17.375;0.003;0;-8.56
42.2;17.375;0.003;0;-8.547
42.22;17.375;0.003;0;-8.533
42.24;17.375;0.003;0;-8.52
42.26;17.375;0.003;0;-8.507
42.28;17.375;0.003;0;-8.493
42.3;17.375;0.003;0;-8.48
42.32;17.375;0.003;0;-8.467
42.34;17.375;0.003;0;-8.453
42.36;17.375;0.003;0;-8.44
42.38;17.375;0.003;0;-8.427
42.4;17.375;0.003;0;-8.413
42.42;17.375;0.003;0;-8.4
42.44;17.375;0.003;0;-8.387
42.46;17.375;0.003;0;-8.373
42.48;17.375;0.003;0;-8.36
42.5;17.375;0.003;0;-8.347
42.52;17.375;0.003;0;-8.333
42.54;17.375;0.003;0;-8.32
42.56;17.375;0.003;0;-8.307
42.58;17.375;0.003;0;-8.293
42.6;17.375;0.003;0;-8.28
42.62;17.375;0.003;0;-8.267
42.64;17.375;0.003;0;-8.253
42.66;17.375;0.003;0;-8.24
42.68;17.375;0.003;0;-8.227
42.7;17.375;0.003;0;-8.213
42.72;17.375;0.003;0;-8.2
42.74;17.375;0.003;0;-8.187
42.76;17.375;0.003;0;-8.173
42.78;17.375;0.003;0;-8.16
42.8;17.375;0.003;0;-8.147
42.82;17.375;0.003;0;-8.133
42.84;17.375;0.003;0;-8.12
42.86;17.375;0.003;0;-8.107
42.88;17.375;0.003;0;-8.093
42.9;17.375;0.003;0;-8.08
42.92;17.375;0.003;0;-8.067
42.94;17.375;0.003;0;-8.053
42.96;17.375;0.003;0;-8.04
42.98;17.375;0.003;0;-8.027
43;17.375;0.003;0;-8.013
43.02;17.375;0.003;0;-8
43.04;17.375;0.003;0;-7.987
43.06;17.375;0.003;0;-7.973
43.08;17.375;0.003;0;-7.96
43.1;17.375;0.003;0;-7.947
43.12;17.375;0.003;0;-7.933
43.14;17.375;0.003;0;-7.92
43.16;17.375;0.003;0;-7.907
43.18;17.375;0.003;0;-7.893
43.2;17.375;0.003;0;-7.88
43.22;17.375;0.003;0;-7.867
43.24;17.375;0.003;0;-7.853
43.26;17.375;0.003;0;-7.84
43.28;17.375;0.003;0;-7.827
43.3;17.375;0.003;0;-7.813
43.32;17.375;0.003;0;-7.8
43.34;17.375;0.003;0;-7.787
43.36;17.375;0.003;0;-7.773
43.38;17.375;0.003;0;-7.76
43.4;17.375;0.003;0;-7.747
43.42;17.375;0.003;0;-7.733
43.44;17.375;0.003;0;-7.72
43.46;17.375;0.003;0;-7.707
43.48;17.375;0.003;0;-7.693
43.5;17.375;0.003;0;-7.68
43.52;17.375;0.003;0;-7.667
43.54;17.375;0.003;0;-7.653
43.56;17.375;0.003;0;-7.64
43.58;17.375;0.003;0;-7.627
43.6;17.375;0.003;0;-7.613
43.62;17.375;0.003;0;-7.6
43.64;17.375;0.003;0;-7.587
43.66;17.375;0.003;0;-7.573
43.68;17.375;0.003;0;-7.56
43.7;17.375;0.003;0;-7.547
43.72;17.375;0.003;0;-7.533
43.74;17.375;0.003;0;-7.52
43.76;17.375;0.003;0;-7.507
43.78;17.375;0.003;0;-7.493
43.8;17.375;0.003;0;-7.48
43.82;17.375;0.003;0;-7.467
43.84;17.375;0.003;0;-7.453
43.86;17.375;0.003;0;-7.44
43.88;17.375;0.003;0;-7.427
43.9;17.375;0.003;0;-7.413
43.92;17.375;0.003;0;-7.4
43.94;17.375;0.003;0;-7.387
43.96;17.375;0.003;0;-7.373
43.98;17.375;0.003;0;-7.36
44;17.375;0.003;0;-7.347
44.02;17.375;0.003;0;-7.333
44.04;17.375;0.003;0;-7.32
44.06;17.375;0.003;0;-7.307
44.08;17.375;0.003;0;-7.293
44.1;17.375;0.003;0;-7.28
44.12;17.375;0.003;0;-7.267
44.14;17.375;0.003;0;-7.253
44.16;17.375;0.003;0;-7.24
44.18;17.375;0.003;0;-7.227
44.2;17.375;0.003;0;-7.213
44.22;17.375;0.003;0;-7.2
44.24;17.375;0.003;0;-7.187
44.26;17.375;0.003;0;-7.173
44.28;17.375;0.003;0;-7.16
44.3;17.375;0.003;0;-7.147
44.32;17.375;0.003;0;-7.133
44.34;17.375;0.003;0;-7.12
44.36;17.375;0.003;0;-7.107
44.38;17.375;0.003;0;-7.093
44.4;17.375;0.003;0;-7.08
44.42;17.375;0.003;0;-7.067
44.44;17.375;0.003;0;-7.053
44.46;17.375;0.003;0;-7.04
44.48;17.375;0.003;0;-7.027
44.5;17.375;0.003;0;-7.013
44.52;17.375;0.003;0;-7
44.54;17.375;0.003;0;-6.987
44.56;17.375;0.003;0;-6.973
44.58;17.375;0.003;0;-6.96
44.6;17.375;0.003;0;-6.947
44.62;17.375;0.003;0;-6.933
44.64;17.375;0.003;0;-6.92
44.66;17.375;0.003;0;-6.907
44.68;17.375;0.003;0;-6.893
44.7;17.375;0.003;0;-6.88
44.72;17.375;0.003;0;-6.867
44.74;17.375;0.003;0;-6.853
44.76;17.375;0.003;0;-6.84
44.78;17.375;0.003;0;-6.827
44.8;17.375;0.003;0;-6.813
44.82;17.375;0.003;0;-6.8
44.84;17.375;0.003;0;-6.787
44.86;17.375;0.003;0;-6.773
44.88;17.375;0.003;0;-6.76
44.9;17.375;0.003;0;-6.747
44.92;17.375;0.003;0;-6.733
44.94;17.375;0.003;0;-6.72
44.96;17.375;0.003;0;-6.707
44.98;17.375;0.003;0;-6.693
45;17.375;0.003;0;-6.68
45.02;17.375;0.003;0;-6.667
45.04;17.375;0.003;0;-6.653
45.06;17.375;0.003;0;-6.64
45.08;17.375;0.003;0;-6.627
45.1;17.375;0.003;0;-6.613
45.12;17.375;0.003;0;-6.6
45.14;17.375;0.003;0;-6.587
45.16;17.375;0.003;0;-6.573
45.18;17.375;0.003;0;-6.56
45.2;17.375;0.003;0;-6.547
45.22;17.375;0.003;0;-6.533
45.24;17.375;0.003;0;-6.52
45.26;17.375;0.003;0;-6.507
45.28;17.375;0.003;0;-6.493
45.3;17.375;0.003;0;-6.48
45.32;17.375;0.003;0;-6.467
45.34;17.375;0.003;0;-6.453
45.36;17.375;0.003;0;-6.44
45.38;17.375;0.003;0;-6.427
45.4;17.375;0.003;0;-6.413
45.42;17.375;0.003;0;-6.4
45.44;17.375;0.003;0;-6.387
45.46;17.375;0.003;0;-6.373
45.48;17.375;0.003;0;-6.36
45.5;17.375;0.003;0;-6.347
45.52;17.375;0.003;0;-6.333
45.54;17.375;0.003;0;-6.32
45.56;17.375;0.003;0;-6.307
45.58;17.375;0.003;0;-6.293
45.6;17.375;0.003;0;-6.28
45.62;17.375;0.003;0;-6.267
45.64;17.375;0.003;0;-6.253
45.66;17.375;0.003;0;-6.24
45.68;17.375;0.003;0;-6.227
45.7;17.375;0.003;0;-6.213
45.72;17.375;0.003;0;-6.2
45.74;17.375;0.003;0;-6.187
45.76;17.375;0.003;0;-6.173
45.78;17.375;0.003;0;-6.16
45.8;17.375;0.003;0;-6.147
45.82;17.375;0.003;0;-6.133
45.84;17.375;0.003;0;-6.12
45.86;17.375;0.003;0;-6.107
45.88;17.375;0.003;0;-6.093
45.9;17.375;0.003;0;-6.08
45.92;17.375;0.003;0;-6.067
45.94;17.375;0.003;0;-6.053
45.96;17.375;0.003;0;-6.04
45.98;17.375;0.003;0;-6.027
46;17.375;0.003;0;-6.013
46.02;17.375;0.003;0;-6
46.04;17.375;0.003;0;-5.987
46.06;17.375;0.003;0;-5.973
46.08;17.375;0.003;0;-5.96
46.1;17.375;0.003;0;-5.947
46.12;17.375;0.003;0;-5.933
46.14;17.375;0.003;0;-5.92
46.16;17.375;0.003;0;-5.907
46.18;17.375;0.003;0;-5.893
46.2;17.375;0.003;0;-5.88
46.22;17.375;0.003;0;-5.867
46.24;17.375;0.003;0;-5.853
46.26;17.375;0.003;0;-5.84
46.28;17.375;0.003;0;-5.827
46.3;17.375;0.003;0;-5.813
46.32;17.375;0.003;0;-5.8
46.34;17.375;0.003;0;-5.787
46.36;17.375;0.003;0;-5.773
46.38;17.375;0.003;0;-5.76
46.4;17.375;0.003;0;-5.747
46.42;17.375;0.003;0;-5.733
46.44;17.375;0.003;0;-5.72
46.46;17.375;0.003;0;-5.707
46.48;17.375;0.003;0;-5.693
46.5;17.375;0.003;0;-5.68
46.52;17.375;0.003;0;-5.667
46.54;17.375;0.003;0;-5.653
46.56;17.375;0.003;0;-5.64
46.58;17.375;0.003;0;-5.627
46.6;17.375;0.003;0;-5.613
46.62;17.375;0.003;0;-5.6
46.64;17.375;0.003;0;-5.587
46.66;17.375;0.003;0;-5.573
46.68;17.375;0.003;0;-5.56
46.7;17.375;0.003;0;-5.547
46.72;17.375;0.003;0;-5.533
46.74;17.375;0.003;0;-5.52
46.76;17.375;0.003;0;-5.507
46.78;17.375;0.003;0;-5.493
46.8;17.375;0.003;0;-5.48
46.82;17.375;0.003;0;-5.467
46.84;17.375;0.003;0;-5.453
46.86;17.375;0.003;0;-5.44
46.88;17.375;0.003;0;-5.427
46.9;17.375;0.003;0;-5.413
46.92;17.375;0.003;0;-5.4
46.94;17.375;0.003;0;-5.387
46.96;17.375;0.003;0;-5.373
46.98;17.375;0.003;0;-5.36
47;17.375;0.003;0;-5.347
47.02;17.375;0.003;0;-5.333
47.04;17.375;0.003;0;-5.32
47.06;17.375;0.003;0;-5.307
47.08;17.375;0.003;0;-5.293
47.1;17.375;0.003;0;-5.28
47.12;17.375;0.003;0;-5.267
47.14;17.375;0.003;0;-5.253
47.16;17.375;0.003;0;-5.24
47.18;17.375;0.003;0;-5.227
47.2;17.375;0.003;0;-5.213
47.22;17.375;0.003;0;-5.2
47.24;17.375;0.003;0;-5.187
47.26;17.375;0.003;0;-5.173
47.28;17.375;0.003;0;-5.16
47.3;17.375;0.003;0;-5.147
47.32;17.375;0.003;0;-5.133
47.34;17.375;0.003;0;-5.12
47.36;17.375;0.003;0;-5.107
47.38;17.375;0.003;0;-5.093
47.4;17.375;0.003;0;-5.08
47.42;17.375;0.003;0;-5.067
47.44;17.375;0.003;0;-5.053
47.46;17.375;0.003;0;-5.04
47.48;17.375;0.003;0;-5.027
47.5;17.375;0.003;0;-5.013
47.52;17.375;0.003;0;-5
47.54;17.375;0.003;0;-4.987
47.56;17.375;0.003;0;-4.973
47.58;17.375;0.003;0;-4.96
47.6;17.375;0.003;0;-4.947
47.62;17.375;0.003;0;-4.933
47.64;17.375;0.003;0;-4.92
47.66;17.375;0.003;0;-4.907
47.68;17.375;0.003;0;-4.893
47.7;17.375;0.003;0;-4.88
47.72;17.375;0.003;0;-4.867
47.74;17.375;0.003;0;-4.853
47.76;17.375;0.003;0;-4.84
47.78;17.375;0.003;0;-4.827
47.8;17.375;0.003;0;-4.813
47.82;17.375;0.003;0;-4.8
47.84;17.375;0.003;0;-4.787
47.86;17.375;0.003;0;-4.773
47.88;17.375;0.003;0;-4.76
47.9;17.375;0.003;0;-4.747
47.92;17.375;0.003;0;-4.733
47.94;17.375;0.003;0;-4.72
47.96;17.375;0.003;0;-4.707
47.98;17.375;0.003;0;-4.693
48;17.375;0.003;0;-4.68
48.02;17.375;0.003;0;-4.667
48.04;17.375;0.003;0;-4.653
48.06;17.375;0.003;0;-4.64
48.08;17.375;0.003;0;-4.627
48.1;17.375;0.003;0;-4.613
48.12;17.375;0.003;0;-4.6
48.14;17.375;0.003;0;-4.587
48.16;17.375;0.003;0;-4.573
48.18;17.375;0.003;0;-4.56
48.2;17.375;0.003;0;-4.547
48.22;17.375;0.003;0;-4.533
48.24;17.375;0.003;0;-4.52
48.26;17.375;0.003;0;-4.507
48.28;17.375;0.003;0;-4.493
48.3;17.375;0.003;0;-4.48
48.32;17.375;0.003;0;-4.467
48.34;17.375;0.003;0;-4.453
48.36;17.375;0.003;0;-4.44
48.38;17.375;0.003;0;-4.427
48.4;17.375;0.003;0;-4.413
48.42;17.375;0.003;0;-4.4
48.44;17.375;0.003;0;-4.387
48.46;17.375;0.003;0;-4.373
48.48;17.375;0.003;0;-4.36
48.5;17.375;0.003;0;-4.347
48.52;17.375;0.003;0;-4.333
48.54;17.375;0.003;0;-4.32
48.56;17.375;0.003;0;-4.307
48.58;17.375;0.003;0;-4.293
48.6;17.375;0.003;0;-4.28
48.62;17.375;0.003;0;-4.267
48.64;17.375;0.003;0;-4.253
48.66;17.375;0.003;0;-4.24
48.68;17.375;0.003;0;-4.227
48.7;17.375;0.003;0;-4.213
48.72;17.375;0.003;0;-4.2
48.74;17.375;0.003;0;-4.187
48.76;17.375;0.003;0;-4.173
48.78;17.375;0.003;0;-4.16
48.8;17.375;0.003;0;-4.147
48.82;17.375;0.003;0;-4.133
48.84;17.375;0.003;0;-4.12
48.86;17.375;0.003;0;-4.107
48.88;17.375;0.003;0;-4.093
48.9;17.375;0.003;0;-4.08
48.92;17.375;0.003;0;-4.067
48.94;17.375;0.003;0;-4.053
48.96;17.375;0.003;0;-4.04
48.98;17.375;0.003;0;-4.027
49;17.375;0.003;0;-4.013
49.02;17.375;0.003;0;-4
49.04;17.375;0.003;0;-3.987
49.06;17.375;0.003;0;-3.973
49.08;17.375;0.003;0;-3.96
49.1;17.375;0.003;0;-3.947
49.12;17.375;0.003;0;-3.933
49.14;17.375;0.003;0;-3.92
49.16;17.375;0.003;0;-3.907
49.18;17.375;0.003;0;-3.893
49.2;17.375;0.003;0;-3.88
49.22;17.375;0.003;0;-3.867
49.24;17.375;0.003;0;-3.853
49.26;17.375;0.003;0;-3.84
49.28;17.375;0.003;0;-3.827
49.3;17.375;0.003;0;-3.813
49.32;17.375;0.003;0;-3.8
49.34;17.375;0.003;0;-3.787
49.36;17.375;0.003;0;-3.773
49.38;17.375;0.003;0;-3.76
49.4;17.375;0.003;0;-3.747
49.42;17.375;0.003;0;-3.733
49.44;17.375;0.003;0;-3.72
49.46;17.375;0.003;0;-3.707
49.48;17.375;0.003;0;-3.693
49.5;17.375;0.003;0;-3.68
49.52;17.375;0.003;0;-3.667
49.54;17.375;0.003;0;-3.653
49.56;17.375;0.003;0;-3.64
49.58;17.375;0.003;0;-3.627
49.6;17.375;0.003;0;-3.613
49.62;17.375;0.003;0;-3.6
49.64;17.375;0.003;0;-3.587
49.66;17.375;0.003;0;-3.573
49.68;17.375;0.003;0;-3.56
49.7;17.375;0.003;0;-3.547
49.72;17.375;0.003;0;-3.533
49.74;17.375;0.003;0;-3.52
49.76;17.375;0.003;0;-3.507
49.78;17.375;0.003;0;-3.493
49.8;17.375;0.003;0;-3.48
49.82;17.375;0.003;0;-3.467
49.84;17.375;0.003;0;-3.453
49.86;17.375;0.003;0;-3.44
49.88;17.375;0.003;0;-3.427
49.9;17.375;0.003;0;-3.413
49.92;17.375;0.003;0;-3.4
49.94;17.375;0.003;0;-3.387
49.96;17.375;0.003;0;-3.373
49.98;17.375;0.003;0;-3.36
50;17.375;0.003;0;-3.347
50.02;17.375;0.003;0;-3.333
50.04;17.375;0.003;0;-3.32
50.06;17.375;0.003;0;-3.307
50.08;17.375;0.003;0;-3.293
50.1;17.375;0.003;0;-3.28
50.12;17.375;0.003;0;-3.267
50.14;17.375;0.003;0;-3.253
50.16;17.375;0.003;0;-3.24
50.18;17.375;0.003;0;-3.227
50.2;17.375;0.003;0;-3.213
50.22;17.375;0.003;0;-3.2
50.24;17.375;0.003;0;-3.187
50.26;17.375;0.003;0;-3.173
50.28;17.375;0.003;0;-3.16
50.3;17.375;0.003;0;-3.147
50.32;17.375;0.003;0;-3.133
50.34;17.375;0.003;0;-3.12
50.36;17.375;0.003;0;-3.107
50.38;17.375;0.003;0;-3.093
50.4;17.375;0.003;0;-3.08
50.42;17.375;0.003;0;-3.067
50.44;17.375;0.003;0;-3.053
50.46;17.375;0.003;0;-3.04
50.48;17.375;0.003;0;-3.027
50.5;17.375;0.003;0;-3.013
50.52;17.375;0.003;0;-3
50.54;17.375;0.003;0;-2.987
50.56;17.375;0.003;0;-2.973
50.58;17.375;0.003;0;-2.96
50.6;17.375;0.003;0;-2.947
50.62;17.375;0.003;0;-2.933
50.64;17.375;0.003;0;-2.92
50.66;17.375;0.003;0;-2.907
50.68;17.375;0.003;0;-2.893
50.7;17.375;0.003;0;-2.88
50.72;17.375;0.003;0;-2.867
50.74;17.375;0.003;0;-2.853
50.76;17.375;0.003;0;-2.84
50.78;17.375;0.003;0;-2.827
50.8;17.375;0.003;0;-2.813
50.82;17.375;0.003;0;-2.8
50.84;17.375;0.003;0;-2.787
50.86;17.375;0.003;0;-2.773
50.88;17.375;0.003;0;-2.76
50.9;17.375;0.003;0;-2.747
50.92;17.375;0.003;0;-2.733
50.94;17.375;0.003;0;-2.72
50.96;17.375;0.003;0;-2.707
50.98;17.375;0.003;0;-2.693
51;17.375;0.003;0;-2.68
51.02;17.375;0.003;0;-2.667
51.04;17.375;0.003;0;-2.653
51.06;17.375;0.003;0;-2.64
51.08;17.375;0.003;0;-2.627
51.1;17.375;0.003;0;-2.613
51.12;17.375;0.003;0;-2.6
51.14;17.375;0.003;0;-2.587
51.16;17.375;0.003;0;-2.573
51.18;17.375;0.003;0;-2.56
51.2;17.375;0.003;0;-2.547
51.22;17.375;0.003;0;-2.533
51.24;17.375;0.003;0;-2.52
51.26;17.375;0.003;0;-2.507
51.28;17.375;0.003;0;-2.493
51.3;17.375;0.003;0;-2.48
51.32;17.375;0.003;0;-2.467
51.34;17.375;0.003;0;-2.453
51.36;17.375;0.003;0;-2.44
51.38;17.375;0.003;0;-2.427
51.4;17.375;0.003;0;-2.413
51.42;17.375;0.003;0;-2.4
51.44;17.375;0.003;0;-2.387
51.46;17.375;0.003;0;-2.373
51.48;17.375;0.003;0;-2.36
51.5;17.375;0.003;0;-2.347
51.52;17.375;0.003;0;-2.333
51.54;17.375;0.003;0;-2.32
51.56;17.375;0.003;0;-2.307
51.58;17.375;0.003;0;-2.293
51.6;17.375;0.003;0;-2.28
51.62;17.375;0.003;0;-2.267
51.64;17.375;0.003;0;-2.253
51.66;17.375;0.003;0;-2.24
51.68;17.375;0.003;0;-2.227
51.7;17.375;0.003;0;-2.213
51.72;17.375;0.003;0;-2.2
51.74;17.375;0.003;0;-2.187
51.76;17.375;0.003;0;-2.173
51.78;17.375;0.003;0;-2.16
51.8;17.375;0.003;0;-2.147
51.82;17.375;0.003;0;-2.133
51.84;17.375;0.003;0;-2.12
51.86;17.375;0.003;0;-2.107
51.88;17.375;0.003;0;-2.093
51.9;17.375;0.003;0;-2.08
51.92;17.375;0.003;0;-2.067
51.94;17.375;0.003;0;-2.053
51.96;17.375;0.003;0;-2.04
51.98;17.375;0.003;0;-2.027
52;17.375;0.003;0;-2.013
52.02;17.375;0.003;0;-2
52.04;17.375;0.003;0;-1.987
52.06;17.375;0.003;0;-1.973
52.08;17.375;0.003;0;-1.96
52.1;17.375;0.003;0;-1.947
52.12;17.375;0.003;0;-1.933
52.14;17.375;0.003;0;-1.92
52.16;17.375;0.003;0;-1.907
52.18;17.375;0.003;0;-1.893
52.2;17.375;0.003;0;-1.88
52.22;17.375;0.003;0;-1.867
52.24;17.375;0.003;0;-1.853
52.26;17.375;0.003;0;-1.84
52.28;17.375;0.003;0;-1.827
52.3;17.375;0.003;0;-1.813
52.32;17.375;0.003;0;-1.8
52.34;17.375;0.003;0;-1.787
52.36;17.375;0.003;0;-1.773
52.38;17.375;0.003;0;-1.76
52.4;17.375;0.003;0;-1.747
52.42;17.375;0.003;0;-1.733
52.44;17.375;0.003;0;-1.72
52.46;17.375;0.003;0;-1.707
52.48;17.375;0.003;0;-1.693
52.5;17.375;0.003;0;-1.68
52.52;17.375;0.003;0;-1.667
52.54;17.375;0.003;0;-1.653
52.56;17.375;0.003;0;-1.64
52.58;17.375;0.003;0;-1.627
52.6;17.375;0.003;0;-1.613
52.62;17.375;0.003;0;-1.6
52.64;17.375;0.003;0;-1.587
52.66;17.375;0.003;0;-1.573
52.68;17.375;0.003;0;-1.56
52.7;17.375;0.003;0;-1.547
52.72;17.375;0.003;0;-1.533
52.74;17.375;0.003;0;-1.52
52.76;17.375;0.003;0;-1.507
52.78;17.375;0.003;0;-1.493
52.8;17.375;0.003;0;-1.48
52.82;17.375;0.003;0;-1.467
52.84;17.375;0.003;0;-1.453
52.86;17.375;0.003;0;-1.44
52.88;17.375;0.003;0;-1.427
52.9;17.375;0.003;0;-1.413
52.92;17.375;0.003;0;-1.4
52.94;17.375;0.003;0;-1.387
52.96;17.375;0.003;0;-1.373
52.98;17.375;0.003;0;-1.36
53;17.375;0.003;0;-1.347
53.02;17.375;0.003;0;-1.333
53.04;17.375;0.003;0;-1.32
53.06;17.375;0.003;0;-1.307
53.08;17.375;0.003;0;-1.293
53.1;17.375;0.003;0;-1.28
53.12;17.375;0.003;0;-1.267
53.14;17.375;0.003;0;-1.253
53.16;17.375;0.003;0;-1.24
53.18;17.375;0.003;0;-1.227
53.2;17.375;0.003;0;-1.213
53.22;17.375;0.003;0;-1.2
53.24;17.375;0.003;0;-1.187
53.26;17.375;0.003;0;-1.173
53.28;17.375;0.003;0;-1.16
53.3;17.375;0.003;0;-1.147
53.32;17.375;0.003;0;-1.133
53.34;17.375;0.003;0;-1.12
53.36;17.375;0.003;0;-1.107
53.38;17.375;0.003;0;-1.093
53.4;17.375;0.003;0;-1.08
53.42;17.375;0.003;0;-1.067
53.44;17.375;0.003;0;-1.053
53.46;17.375;0.003;0;-1.04
53.48;17.375;0.003;0;-1.027
53.5;17.375;0.003;0;-1.013
53.52;17.375;0.003;0;-1
53.54;17.375;0.003;0;-0.987
53.56;17.375;0.003;0;-0.973
53.58;17.375;0.003;0;-0.96
53.6;17.375;0.003;0;-0.947
53.62;17.375;0.003;0;-0.933
53.64;17.375;0.003;0;-0.92
53.66;17.375;0.003;0;-0.907
53.68;17.375;0.003;0;-0.893
53.7;17.375;0.003;0;-0.88
53.72;17.375;0.003;0;-0.867
53.74;17.375;0.003;0;-0.853
53.76;17.375;0.003;0;-0.84
53.78;17.375;0.003;0;-0.827
53.8;17.375;0.003;0;-0.813
53.82;17.375;0.003;0;-0.8
53.84;17.375;0.003;0;-0.787
53.86;17.375;0.003;0;-0.773
53.88;17.375;0.003;0;-0.76
53.9;17.375;0.003;0;-0.747
53.92;17.375;0.003;0;-0.733
53.94;17.375;0.003;0;-0.72
53.96;17.375;0.003;0;-0.707
53.98;17.375;0.003;0;-0.693
54;17.375;0.003;0;-0.68
54.02;17.375;0.003;0;-0.667
54.04;17.375;0.003;0;-0.653
54.06;17.375;0.003;0;-0.64
54.08;17.375;0.003;0;-0.627
54.1;17.375;0.003;0;-0.613
54.12;17.375;0.003;0;-0.6
54.14;17.375;0.003;0;-0.587
54.16;17.375;0.003;0;-0.573
54.18;17.375;0.003;0;-0.56
54.2;17.375;0.003;0;-0.547
54.22;17.375;0.003;0;-0.533
54.24;17.375;0.003;0;-0.52
54.26;17.375;0.003;0;-0.507
54.28;17.375;0.003;0;-0.493
54.3;17.375;0.003;0;-0.48
54.32;17.375;0.003;0;-0.467
54.34;17.375;0.003;0;-0.453
54.36;17.375;0.003;0;-0.44
54.38;17.375;0.003;0;-0.427
54.4;17.375;0.003;0;-0.413
54.42;17.375;0.003;0;-0.4
54.44;17.375;0.003;0;-0.387
54.46;17.375;0.003;0;-0.373
54.48;17.375;0.003;0;-0.36
54.5;17.375;0.003;0;-0.347
54.52;17.375;0.003;0;-0.333
54.54;17.375;0.003;0;-0.32
54.56;17.375;0.003;0;-0.307
54.58;17.375;0.003;0;-0.293
54.6;17.375;0.003;0;-0.28
54.62;17.375;0.003;0;-0.267
54.64;17.375;0.003;0;-0.253
54.66;17.375;0.003;0;-0.24
54.68;17.375;0.003;0;-0.227
54.7;17.375;0.003;0;-0.213
54.72;17.375;0.003;0;-0.2
54.74;17.375;0.003;0;-0.187
54.76;17.375;0.003;0;-0.173
54.78;17.375;0.003;0;-0.16
54.8;17.375;0.003;0;-0.147
54.82;17.375;0.003;0;-0.133
54.84;17.375;0.003;0;-0.12
54.86;17.375;0.003;0;-0.107
54.88;17.375;0.003;0;-0.093
54.9;17.375;0.003;0;-0.08
54.92;17.375;0.003;0;-0.067
54.94;17.375;0.003;0;-0.053
54.96;17.375;0.003;0;-0.04
54.98;17.375;0.003;0;-0.027
55;17.375;0.003;0;-0.013
55.02;17.375;0.003;0;0
55.04;17.375;0.003;0;0
55.06;17.375;0.003;0;0
55.08;17.375;0.003;0;0
55.1;17.375;0.003;0;0
55.12;17.375;0.003;0;0
55.14;17.375;0.003;0;0
