Tiempo ,CORRIENTE,VELOCIDAD,ENTRADA
7.59,0.375,2.358,3
7.6,0.329,2.482,3
7.61,0.331,2.63,3
7.62,0.327,2.695,3
7.63,0.322,2.805,3
7.64,0.296,2.928,3
7.65,0.276,3.007,3
7.66,0.262,3.105,3
7.67,0.28,3.185,3
7.68,0.262,3.223,3
7.69,0.259,3.247,3
7.7,0.257,3.315,3
7.71,0.229,3.43,3
7.72,0.246,3.48,3
7.73,0.236,3.46,3
7.74,0.231,3.503,3
7.75,0.268,3.59,3
7.76,0.219,3.625,3
7.77,0.228,3.655,3
7.78,0.244,3.683,3
7.79,0.207,3.722,3
7.8,0.213,3.713,3
7.81,0.252,3.815,3
7.82,0.206,3.75,3
7.83,0.194,3.807,3
7.84,0.216,3.895,3
7.85,0.2,3.855,3
7.86,0.166,3.9,3
7.87,0.198,3.86,3
7.88,0.176,3.93,3
7.89,0.185,3.918,3
7.9,0.184,3.92,3
7.91,0.195,4.003,3
7.92,0.191,3.97,3
7.93,0.227,4.025,3
7.94,0.203,3.97,3
7.95,0.236,4.008,3
7.96,0.185,3.98,3
7.97,0.163,4.06,3
7.98,0.191,4.012,3
7.99,0.169,4.03,3
8,0.175,4.047,3
8.01,0.176,4.065,3
8.02,0.197,4.057,3
8.03,0.167,4.068,3
8.04,0.172,4.095,3
8.05,0.172,4.055,3
8.06,0.233,4.13,3
8.07,0.173,4.053,3
8.08,0.163,4.137,3
8.09,0.183,4.06,3
8.1,0.21,4.15,3
8.11,0.188,4.075,3
8.12,0.156,4.133,3
8.13,0.184,4.065,3
8.14,0.205,4.13,3
8.15,0.184,4.082,3
8.16,0.15,4.128,3
8.17,0.181,4.092,3
8.18,0.198,4.135,3
8.19,0.183,4.113,3
8.2,0.191,4.135,3
8.21,0.188,4.117,3
8.22,0.19,4.153,3
8.23,0.184,4.108,3
8.24,0.149,4.165,3
8.25,0.184,4.092,3
8.26,0.153,4.177,3
8.27,0.174,4.102,3
8.28,0.158,4.182,3
8.29,0.175,4.102,3
8.3,0.166,4.168,3
8.31,0.168,4.125,3
8.32,0.164,4.15,3
8.33,0.168,4.137,3
8.34,0.176,4.13,3
8.35,0.169,4.133,3
8.36,0.22,4.125,3
8.37,0.178,4.128,3
8.38,0.17,4.13,3
8.39,0.168,4.12,3
8.4,0.173,4.142,3
8.41,0.17,4.128,3
8.42,0.183,4.14,3
8.43,0.158,4.153,3
8.44,0.198,4.122,3
8.45,0.165,4.165,3
8.46,0.187,4.092,3
8.47,0.16,4.18,3
8.48,0.177,4.095,3
8.49,0.159,4.185,3
8.5,0.182,4.113,3
8.51,-0.467,4.113,0
8.52,-0.382,3.363,0
8.53,-0.324,2.858,0
8.54,-0.287,2.525,0
8.55,-0.264,2.29,0
8.56,-0.249,2.09,0
8.57,-0.22,1.925,0
8.58,-0.203,1.723,0
8.59,-0.196,1.643,0
8.6,-0.171,1.497,0
8.61,-0.163,1.373,0
8.62,-0.146,1.277,0
8.63,-0.141,1.197,0
8.64,-0.126,1.09,0
8.65,-0.117,1,0
8.66,-0.111,0.918,0
8.67,-0.095,0.835,0
8.68,-0.091,0.777,0
8.69,-0.086,0.72,0
8.7,-0.079,0.653,0
8.71,-0.071,0.595,0
8.72,-0.065,0.55,0
8.73,-0.06,0.49,0
8.74,-0.055,0.44,0
8.75,-0.049,0.397,0
8.76,-0.045,0.362,0
8.77,-0.04,0.327,0
8.78,-0.04,0.292,0
8.79,-0.034,0.27,0
8.8,-0.03,0.233,0
8.81,-0.027,0.207,0
8.82,-0.024,0.18,0
8.83,-0.021,0.155,0
8.84,-0.019,0.127,0
8.85,-0.015,0.098,0
8.86,-0.013,0.078,0
8.87,-0.01,0.052,0
8.88,-0.007,0.035,0
8.89,-0.006,0.018,0
8.9,-0.004,0.005,0
8.91,-0.003,0,0
8.92,-0.003,0,0
8.93,-0.002,0,0
8.94,-0.004,0.003,0
8.95,-0.003,0,0
8.96,-0.004,0.003,0
8.97,-0.003,0,0
8.98,-0.003,0.003,0
8.99,-0.003,0,0
9,-0.004,0,0
9.01,-0.004,0,0
9.02,-0.003,0.003,0
9.03,-0.003,-0.003,0
9.04,-0.004,0.003,0
9.05,-0.004,0,0
9.06,-0.004,-0.003,0
9.07,-0.003,0,0
9.08,-0.004,0,0
9.09,-0.004,0,0
9.1,-0.004,0,0
9.11,-0.004,0,0
9.12,-0.004,-0.003,0
9.13,-0.004,0,0
9.14,-0.004,-0.003,0
9.15,-0.004,0,0
9.16,-0.004,-0.003,0
9.17,-0.004,-0.003,0
9.18,-0.004,-0.003,0
9.19,-0.004,0,0
9.2,-0.004,-0.005,0
9.21,-0.004,-0.003,0
9.22,-0.004,-0.003,0
9.23,-0.004,-0.003,0
9.24,-0.004,0,0
9.25,-0.004,-0.003,0
9.26,-0.004,-0.003,0
9.27,-0.004,-0.003,0
9.28,-0.004,-0.003,0
9.29,-0.004,-0.005,0
9.3,-0.004,-0.003,0
9.31,-0.005,-0.003,0
9.32,-0.004,-0.003,0
9.33,-0.004,-0.005,0
9.34,-0.004,0,0
9.35,-0.004,-0.005,0
9.36,-0.004,0,0
9.37,-0.004,-0.005,0
9.38,-0.004,-0.003,0
9.39,-0.004,-0.003,0
9.4,-0.004,-0.003,0
9.41,-0.004,-0.003,0
9.42,-0.004,-0.003,0
9.43,-0.004,-0.005,0
9.44,-0.004,-0.005,0
9.45,-0.004,-0.003,0
9.46,-0.004,-0.003,0
9.47,-0.005,-0.003,0
9.48,-0.004,-0.005,0
9.49,-0.004,-0.003,0
9.5,-0.004,-0.005,0
9.51,-0.005,-0.003,0
9.52,-0.004,-0.005,0
9.53,-0.004,-0.003,0
9.54,-0.004,-0.005,0
9.55,-0.004,-0.003,0
9.56,-0.004,-0.005,0
9.57,-0.004,0,0
9.58,-0.004,-0.005,0
9.59,-0.004,-0.003,0
9.6,-0.005,-0.003,0
9.61,-0.004,0,0
9.62,-0.004,-0.005,0
9.63,-0.004,-0.003,0
9.64,-0.004,-0.005,0
9.65,-0.004,-0.003,0
9.66,-0.004,-0.005,0
9.67,-0.004,-0.005,0
9.68,-0.004,-0.005,0
9.69,-0.004,-0.005,0
9.7,-0.004,-0.003,0
9.71,-0.004,-0.003,0
9.72,-0.004,-0.003,0
9.73,-0.004,-0.003,0
9.74,-0.004,0,0
9.75,-0.003,-0.008,0
9.76,-0.004,0,0
9.77,-0.004,-0.005,0
9.78,-0.004,-0.003,0
9.79,-0.004,-0.005,0
9.8,-0.004,-0.003,0
9.81,-0.004,-0.005,0
9.82,-0.004,0,0
9.83,-0.004,-0.005,0
9.84,-0.004,-0.003,0
9.85,-0.003,-0.003,0
9.86,-0.003,-0.003,0
9.87,-0.004,0,0
9.88,-0.004,-0.003,0
9.89,-0.004,-0.003,0
9.9,-0.003,-0.005,0
9.91,-0.002,-0.003,0
9.92,-0.004,-0.003,0
9.93,-0.003,0,0
9.94,-0.004,-0.003,0
9.95,-0.003,0,0
9.96,-0.002,-0.003,0
9.97,-0.003,0.003,0
9.98,-0.004,-0.005,0
9.99,-0.003,0,0
10,-0.003,-0.003,0
10.01,-0.003,0,0
10.02,-0.003,-0.003,0
10.03,-0.004,0,0
10.04,-0.004,0,0
10.05,-0.002,-0.003,0
10.06,-0.003,-0.003,0
10.07,-0.002,0,0
10.08,-0.004,0,0
10.09,-0.004,-0.003,0
10.1,-0.003,0,0
10.11,-0.002,-0.003,0
10.12,-0.003,0,0
10.13,-0.003,0,0
10.14,-0.004,0,0
10.15,-0.003,-0.003,0
10.16,-0.003,0,0
10.17,-0.004,-0.003,0
10.18,-0.003,0,0
10.19,-0.004,0,0
10.2,-0.003,0,0
10.21,-0.004,0,0
10.22,-0.003,0.003,0
10.23,-0.003,0,0
10.24,-0.003,0,0
10.25,-0.002,-0.003,0
10.26,-0.003,0,0
10.27,-0.003,0.003,0
10.28,-0.002,0.003,0
10.29,-0.002,0.003,0
10.3,-0.003,0,0
10.31,-0.003,0,0
10.32,-0.003,0,0
10.33,-0.002,0.005,0
10.34,-0.002,0.003,0
10.35,-0.002,0.005,0
10.36,-0.002,-0.003,0
10.37,-0.002,0.005,0
10.38,-0.002,0.003,0
10.39,-0.003,0.003,0
10.4,-0.003,0.003,0
10.41,-0.002,0.003,0
10.42,-0.003,0,0
10.43,-0.002,0.005,0
10.44,-0.003,0.003,0
10.45,-0.003,0.005,0
10.46,-0.002,0.003,0
10.47,-0.002,0.003,0
10.48,-0.002,0.005,0
10.49,-0.002,0.005,0
10.5,-0.003,0.005,0
10.51,-0.002,0.005,0
10.52,-0.002,0.003,0
10.53,-0.002,0.005,0
10.54,-0.002,0.008,0
10.55,-0.002,0.005,0
10.56,-0.002,0.005,0
10.57,-0.002,0.003,0
10.58,-0.001,0.008,0
10.59,-0.002,0.003,0
10.6,-0.002,0.008,0
10.61,-0.002,0.005,0
10.62,-0.002,0.005,0
10.63,-0.002,0.005,0
10.64,-0.002,0.01,0
10.65,-0.002,0.005,0
10.66,-0.002,0.005,0
10.67,-0.002,0.008,0
10.68,-0.002,0.008,0
10.69,-0.002,0.008,0
10.7,-0.002,0.008,0
10.71,-0.001,0.01,0
10.72,-0.002,0.008,0
10.73,-0.001,0.008,0
10.74,-0.002,0.005,0
10.75,-0.001,0.01,0
10.76,-0.002,0.005,0
10.77,-0.002,0.01,0
10.78,-0.001,0.005,0
10.79,-0.001,0.01,0
10.8,-0.001,0.008,0
10.81,-0.001,0.012,0
10.82,-0.002,0.008,0
10.83,-0.001,0.01,0
10.84,0,0.008,0
10.85,-0.001,0.01,0
10.86,-0.001,0.01,0
10.87,-0.002,0.01,0
10.88,-0.001,0.01,0
10.89,-0.001,0.012,0
10.9,-0.001,0.012,0
10.91,-0.001,0.01,0
10.92,-0.002,0.012,0
10.93,-0.001,0.008,0
10.94,-0.001,0.015,0
10.95,-0.001,0.01,0
10.96,-0.001,0.012,0
10.97,-0.001,0.01,0
10.98,-0.001,0.015,0
10.99,-0.001,0.01,0
11,-0.001,0.012,0
11.01,-0.001,0.01,0
11.02,-0.001,0.015,0
11.03,0,0.01,0
11.04,-0.001,0.015,0
11.05,-0.001,0.012,0
11.06,0,0.015,0
11.07,-0.001,0.012,0
11.08,0,0.012,0
11.09,-0.001,0.015,0
11.1,-0.001,0.015,0
11.11,-0.001,0.018,0
11.12,-0.001,0.015,0
11.13,0,0.015,0
11.14,0,0.012,0
11.15,-0.001,0.015,0
11.16,0,0.012,0
11.17,-0.001,0.018,0
11.18,0,0.012,0
11.19,0,0.018,0
11.2,0,0.015,0
11.21,-0.001,0.018,0
11.22,-0.001,0.015,0
11.23,0,0.018,0
11.24,-0.001,0.015,0
11.25,0.001,0.018,0
11.26,0.001,0.018,0
11.27,0,0.018,0
11.28,0,0.018,0
11.29,0,0.015,0
11.3,0,0.018,0
11.31,-0.001,0.018,0
11.32,-0.001,0.018,0
11.33,0.001,0.018,0
11.34,0.001,0.018,0
11.35,0.001,0.018,0
11.36,0.001,0.02,0
11.37,0,0.018,0
11.38,-0.001,0.02,0
11.39,0,0.015,0
11.4,0,0.02,0
11.41,0.001,0.018,0
11.42,0,0.02,0
11.43,0,0.018,0
11.44,0,0.02,0
11.45,0,0.018,0
11.46,0.001,0.018,0
11.47,0.001,0.02,0
11.48,0,0.02,0
11.49,0,0.02,0
11.5,0.001,0.02,0
11.51,0.001,0.02,0
11.52,0.001,0.02,0
11.53,-0.001,0.02,0
11.54,0,0.018,0
11.55,0,0.022,0
11.56,0.001,0.02,0
11.57,-0.001,0.022,0
11.58,0,0.018,0
11.59,0,0.022,0
11.6,0,0.02,0
11.61,0.001,0.022,0
11.62,0,0.02,0
11.63,0,0.022,0
11.64,0,0.02,0
11.65,0.001,0.022,0
11.66,0.001,0.02,0
11.67,0,0.022,0
11.68,0.001,0.02,0
11.69,0.001,0.022,0
11.7,-0.001,0.022,0
11.71,0.001,0.02,0
11.72,0,0.022,0
11.73,0.001,0.02,0
11.74,0.001,0.022,0
11.75,0.001,0.022,0
11.76,0,0.022,0
11.77,0.001,0.02,0
11.78,0.001,0.025,0
11.79,0.001,0.02,0
11.8,0,0.025,0
11.81,0.001,0.022,0
11.82,0.001,0.025,0
11.83,0.001,0.022,0
11.84,0.001,0.025,0
11.85,0,0.022,0
11.86,0.001,0.025,0
11.87,0.001,0.022,0
11.88,0.001,0.025,0
11.89,0.001,0.022,0
11.9,0.001,0.022,0
11.91,0.001,0.022,0
11.92,0.002,0.022,0
11.93,0.001,0.025,0
11.94,0.001,0.022,0
11.95,0.001,0.022,0
11.96,0.001,0.022,0
11.97,0.001,0.025,0
11.98,0.001,0.022,0
11.99,0,0.025,0
12,0.001,0.022,0
12.01,0.001,0.025,0
12.02,0.001,0.022,0
12.03,0,0.025,0
12.04,0.001,0.022,0
12.05,0,0.025,0
12.06,0,0.022,0
12.07,0.001,0.025,0
12.08,0,0.022,0
12.09,0.001,0.025,0
12.1,0,0.022,0
12.11,0,0.022,0
12.12,0.001,0.022,0
12.13,0,0.022,0
12.14,0,0.025,0
12.15,0,0.022,0
12.16,0.001,0.022,0
12.17,0,0.022,0
12.18,0,0.025,0
12.19,0,0.02,0
12.2,0,0.025,0
12.21,0,0.022,0
12.22,0,0.025,0
12.23,0,0.022,0
12.24,0,0.025,0
12.25,0,0.022,0
12.26,0,0.022,0
12.27,0,0.022,0
12.28,0,0.022,0
12.29,0,0.022,0
12.3,0,0.025,0
12.31,-0.001,0.022,0
12.32,0.001,0.022,0
12.33,-0.001,0.022,0
12.34,0,0.022,0
12.35,-0.001,0.025,0
12.36,0,0.022,0
12.37,0,0.025,0
12.38,0,0.022,0
12.39,0,0.025,0
12.4,-0.001,0.02,0
12.41,0,0.022,0
12.42,0,0.02,0
12.43,-0.001,0.022,0
12.44,-0.001,0.02,0
12.45,-0.001,0.022,0
12.46,-0.001,0.022,0
12.47,0,0.022,0
12.48,-0.001,0.022,0
12.49,0.001,0.022,0
12.5,0,0.022,0
12.51,0,0.022,0
12.52,0,0.022,0
12.53,0,0.022,0
12.54,0,0.022,0
12.55,0,0.022,0
12.56,-0.001,0.022,0
12.57,0,0.022,0
12.58,0,0.022,0
12.59,0,0.022,0
12.6,-0.001,0.022,0
12.61,-0.001,0.02,0
12.62,-0.001,0.022,0
12.63,-0.001,0.02,0
12.64,-0.001,0.02,0
12.65,-0.001,0.02,0
12.66,0,0.022,0
12.67,-0.001,0.02,0
12.68,-0.001,0.022,0
12.69,-0.001,0.02,0
12.7,-0.002,0.02,0
12.71,-0.002,0.022,0
12.72,-0.001,0.02,0
12.73,-0.001,0.02,0
12.74,-0.001,0.02,0
12.75,-0.001,0.022,0
12.76,-0.001,0.02,0
12.77,-0.001,0.02,0
12.78,-0.001,0.018,0
12.79,-0.001,0.02,0
12.8,-0.001,0.02,0
12.81,-0.001,0.02,0
12.82,-0.002,0.018,0
12.83,-0.002,0.018,0
12.84,-0.001,0.018,0
12.85,-0.002,0.02,0
12.86,-0.002,0.02,0
12.87,-0.001,0.018,0
12.88,-0.001,0.018,0
12.89,-0.001,0.02,0
12.9,-0.001,0.02,0
12.91,-0.001,0.02,0
12.92,-0.002,0.018,0
12.93,-0.002,0.018,0
12.94,-0.001,0.018,0
12.95,-0.001,0.018,0
12.96,-0.002,0.018,0
12.97,-0.002,0.015,0
12.98,-0.002,0.018,0
12.99,-0.002,0.015,0
13,-0.001,0.018,0
13.01,-0.002,0.015,0
13.02,-0.002,0.015,0
13.03,-0.002,0.018,0
13.04,-0.002,0.015,0
13.05,-0.002,0.015,0
13.06,-0.002,0.015,0
13.07,-0.002,0.018,0
13.08,-0.002,0.018,0
13.09,-0.002,0.015,0
13.1,-0.002,0.015,0
13.11,-0.002,0.015,0
13.12,-0.002,0.015,0
13.13,-0.002,0.015,0
13.14,-0.002,0.012,0
13.15,-0.002,0.012,0
13.16,-0.002,0.012,0
13.17,-0.002,0.012,0
13.18,-0.002,0.012,0
13.19,-0.002,0.012,0
13.2,-0.002,0.012,0
13.21,-0.002,0.012,0
13.22,-0.002,0.012,0
13.23,-0.002,0.012,0
13.24,-0.002,0.012,0
13.25,-0.002,0.015,0
13.26,-0.002,0.012,0
13.27,-0.002,0.01,0
13.28,-0.004,0.012,0
13.29,-0.002,0.01,0
13.3,-0.002,0.01,0
13.31,-0.002,0.012,0
13.32,-0.002,0.01,0
13.33,-0.003,0.01,0
13.34,-0.002,0.01,0
13.35,-0.003,0.008,0
13.36,-0.002,0.012,0
13.37,-0.002,0.01,0
13.38,-0.003,0.01,0
13.39,-0.003,0.01,0
13.4,-0.003,0.008,0
13.41,-0.003,0.01,0
13.42,-0.002,0.01,0
13.43,-0.004,0.008,0
13.44,-0.003,0.008,0
13.45,-0.002,0.008,0
13.46,-0.003,0.008,0
13.47,-0.003,0.008,0
13.48,-0.003,0.01,0
13.49,-0.004,0.008,0
13.5,-0.003,0.008,0
13.51,-0.003,0.008,0
13.52,-0.002,0.008,0
13.53,-0.004,0.008,0
13.54,-0.004,0.008,0
13.55,-0.004,0.008,0
13.56,-0.003,0.008,0
13.57,-0.003,0.008,0
13.58,-0.004,0.008,0
13.59,-0.002,0.005,0
13.6,-0.003,0.005,0
13.61,-0.003,0.005,0
13.62,-0.003,0.005,0
13.63,-0.004,0.005,0
13.64,-0.004,0.008,0
13.65,-0.004,0.005,0
13.66,-0.003,0.005,0
13.67,-0.003,0.005,0
13.68,-0.003,0.005,0
13.69,-0.003,0.005,0
13.7,-0.003,0.005,0
13.71,-0.004,0.003,0
13.72,-0.002,0.005,0
13.73,-0.003,0.005,0
13.74,-0.003,0.008,0
13.75,-0.004,0.003,0
13.76,-0.003,0.005,0
13.77,-0.003,0.005,0
13.78,-0.003,0.005,0
13.79,-0.003,0.005,0
13.8,-0.003,0.003,0
13.81,-0.004,0.003,0
13.82,-0.003,0.003,0
13.83,-0.003,0.005,0
13.84,-0.003,0.003,0
13.85,-0.003,0.005,0
13.86,-0.004,0,0
13.87,-0.003,0.003,0
13.88,-0.003,0,0
13.89,-0.003,0.003,0
13.9,-0.004,0,0
13.91,-0.004,0.003,0
13.92,-0.004,0.003,0
13.93,-0.003,0.003,0
13.94,-0.004,0.003,0
13.95,-0.004,0.003,0
13.96,-0.004,0,0
13.97,-0.003,0,0
13.98,-0.003,0.003,0
13.99,-0.004,0.003,0
14,-0.004,0,0
14.01,-0.004,0,0
14.02,-0.003,0,0
14.03,-0.002,0,0
14.04,-0.003,0,0
14.05,-0.004,-0.003,0
14.06,-0.004,0.003,0
14.07,-0.002,0,0
14.08,-0.003,0,0
14.09,-0.004,0,0
14.1,-0.004,0,0
14.11,-0.004,-0.003,0
14.12,-0.003,0,0
14.13,-0.004,0,0
14.14,-0.004,0,0
14.15,-0.004,0,0
14.16,-0.004,-0.003,0
14.17,-0.004,-0.003,0
14.18,-0.004,0,0
14.19,-0.004,0,0
14.2,-0.004,-0.003,0
14.21,-0.004,0,0
14.22,-0.004,-0.003,0
14.23,-0.004,0,0
14.24,-0.004,-0.003,0
14.25,-0.004,0,0
14.26,-0.004,-0.003,0
14.27,-0.004,0,0
14.28,-0.004,-0.003,0
14.29,-0.004,0,0
14.3,-0.004,-0.003,0
14.31,-0.004,0,0
14.32,-0.004,-0.003,0
14.33,-0.004,0,0
14.34,-0.004,-0.003,0
14.35,-0.004,-0.003,0
14.36,-0.004,-0.003,0
14.37,-0.004,-0.003,0
14.38,-0.004,-0.005,0
14.39,-0.004,-0.003,0
14.4,-0.004,-0.003,0
14.41,-0.004,-0.003,0
14.42,-0.004,-0.003,0
14.43,-0.004,-0.005,0
14.44,-0.004,-0.003,0
14.45,-0.004,-0.003,0
14.46,-0.004,-0.003,0
14.47,-0.004,-0.005,0
14.48,-0.004,-0.003,0
14.49,-0.004,-0.005,0
14.5,-0.004,-0.003,0
14.51,-0.004,-0.003,0
14.52,-0.005,-0.005,0
14.53,-0.004,-0.005,0
14.54,-0.004,-0.003,0
14.55,-0.004,-0.003,0
14.56,-0.004,-0.003,0
14.57,-0.004,-0.003,0
14.58,-0.004,-0.003,0
14.59,-0.004,-0.003,0
14.6,-0.004,-0.003,0
14.61,-0.004,-0.003,0
14.62,-0.004,-0.005,0
14.63,-0.004,-0.003,0
14.64,-0.004,-0.005,0
14.65,-0.004,-0.003,0
14.66,-0.004,-0.005,0
14.67,-0.004,0,0
14.68,-0.004,-0.003,0
14.69,-0.004,0,0
14.7,-0.003,-0.005,0
14.71,-0.004,0,0
14.72,-0.004,-0.005,0
14.73,-0.004,-0.003,0
14.74,-0.004,-0.003,0
14.75,-0.003,-0.003,0
14.76,-0.004,-0.003,0
14.77,-0.004,0,0
14.78,-0.004,-0.003,0
14.79,-0.004,-0.005,0
14.8,-0.003,-0.003,0
14.81,-0.003,-0.003,0
14.82,-0.004,-0.003,0
14.83,-0.003,-0.003,0
14.84,-0.004,0,0
14.85,-0.003,-0.005,0
14.86,-0.003,0,0
14.87,-0.004,-0.005,0
14.88,-0.003,0,0
14.89,-0.003,-0.005,0
14.9,-0.002,-0.003,0
14.91,-0.003,-0.005,0
14.92,-0.003,0,0
14.93,-0.004,-0.003,0
14.94,-0.003,0,0
14.95,-0.002,-0.003,0
14.96,-0.002,-0.003,0
14.97,-0.004,0,0
14.98,-0.003,-0.003,0
14.99,-0.004,-0.003,0
15,-0.002,-0.003,0
15.01,-0.003,0,0
15.02,-0.004,-0.003,0
15.03,-0.004,0,0
15.04,-0.003,-0.003,0
