Tiempo ,ESTIMULO,ANGULO
39.06,0.8,0.513
39.08,0.8,0.513
39.1,0.8,0.513
39.12,0.8,0.513
39.14,0.8,0.514
39.16,0.8,0.514
39.18,0.8,0.514
39.2,0.8,0.516
39.22,0.8,0.516
39.24,0.8,0.516
39.26,0.8,0.516
39.28,0.8,0.516
39.3,0.8,0.516
39.32,0.8,0.516
39.34,0.8,0.516
39.36,0.8,0.516
39.38,0.8,0.516
39.4,0.8,0.516
39.42,0.8,0.516
39.44,0.8,0.516
39.46,0.8,0.516
39.48,0.8,0.516
39.5,0.8,0.516
39.52,0.8,0.516
39.54,0.8,0.516
39.56,0.8,0.516
39.58,0.8,0.516
39.6,0.8,0.516
39.62,0.8,0.516
39.64,0.8,0.516
39.66,0.8,0.516
39.68,0.8,0.516
39.7,0.8,0.516
39.72,0.8,0.516
39.74,0.8,0.516
39.76,0.8,0.516
39.78,0.8,0.516
39.8,0.8,0.516
39.82,0.8,0.516
39.84,0.8,0.516
39.86,0.8,0.516
39.88,0.8,0.516
39.9,0.8,0.516
39.92,0.8,0.516
39.94,0.8,0.516
39.96,0.8,0.516
39.98,0.8,0.516
40,0.8,0.516
40.02,0.8,0.516
40.04,0.8,0.516
40.06,0.8,0.516
40.08,0.8,0.518
40.1,0.8,0.518
40.12,0.8,0.518
40.14,0.8,0.518
40.16,0.8,0.518
40.18,0.8,0.518
40.2,0.8,0.52
40.22,0.8,0.52
40.24,0.8,0.52
40.26,0.8,0.52
40.28,0.8,0.52
40.3,0.8,0.52
40.32,0.8,0.52
40.34,0.8,0.521
40.36,0.8,0.521
40.38,0.8,0.521
40.4,0.8,0.521
40.42,0.8,0.521
40.44,0.8,0.521
40.46,0.8,0.521
40.48,0.8,0.521
40.5,0.8,0.521
40.52,0.8,0.521
40.54,0.8,0.521
40.56,0.8,0.521
40.58,0.8,0.52
40.6,0.8,0.52
40.62,0.8,0.52
40.64,0.8,0.52
40.66,0.8,0.52
40.68,0.8,0.52
40.7,0.8,0.52
40.72,0.8,0.518
40.74,0.8,0.518
40.76,0.8,0.518
40.78,0.8,0.518
40.8,0.8,0.516
40.82,0.8,0.516
40.84,0.8,0.516
40.86,0.8,0.516
40.88,0.8,0.516
40.9,0.8,0.514
40.92,0.8,0.514
40.94,0.8,0.514
40.96,0.8,0.514
40.98,0.8,0.514
41,0.8,0.514
41.02,0.8,0.514
41.04,0.8,0.514
41.06,0.8,0.514
41.08,0.8,0.514
41.1,0.8,0.514
41.12,0.8,0.514
41.14,0.8,0.514
41.16,0.8,0.514
41.18,0.8,0.514
41.2,0.8,0.514
41.22,0.8,0.516
41.24,0.8,0.516
41.26,0.8,0.516
41.28,0.8,0.516
41.3,0.8,0.516
41.32,0.8,0.516
41.34,0.8,0.516
41.36,0.8,0.516
41.38,0.8,0.516
41.4,0.8,0.516
41.42,0.8,0.518
41.44,0.8,0.518
41.46,0.8,0.518
41.48,0.8,0.518
41.5,0.8,0.518
41.52,0.8,0.518
41.54,0.8,0.518
41.56,0.8,0.52
41.58,0.8,0.52
41.6,0.8,0.52
41.62,0.8,0.52
41.64,0.8,0.521
41.66,0.8,0.521
41.68,0.8,0.521
41.7,0.8,0.521
41.72,0.8,0.521
41.74,0.8,0.521
41.76,0.8,0.521
41.78,0.8,0.521
41.8,0.8,0.521
41.82,0.8,0.521
41.84,0.8,0.521
41.86,0.8,0.52
41.88,0.8,0.52
41.9,0.8,0.52
41.92,0.8,0.52
41.94,0.8,0.518
41.96,0.8,0.518
41.98,0.8,0.518
42,0.8,0.516
42.02,0.8,0.516
42.04,0.8,0.514
42.06,0.8,0.514
42.08,0.8,0.513
42.1,0.8,0.513
42.12,0.8,0.513
42.14,0.8,0.511
42.16,0.8,0.511
42.18,0.8,0.509
42.2,0.8,0.509
42.22,0.8,0.509
42.24,0.8,0.509
42.26,0.8,0.507
42.28,0.8,0.507
42.3,0.8,0.507
42.32,0.8,0.507
42.34,0.8,0.507
42.36,0.8,0.507
42.38,0.8,0.507
42.4,0.8,0.507
42.42,0.8,0.507
42.44,0.8,0.509
42.46,0.8,0.509
42.48,0.8,0.509
42.5,0.8,0.509
42.52,0.8,0.509
42.54,0.8,0.511
42.56,0.8,0.511
42.58,0.8,0.511
42.6,0.8,0.513
42.62,0.8,0.513
42.64,0.8,0.513
42.66,0.8,0.513
42.68,0.8,0.514
42.7,0.8,0.514
42.72,0.8,0.514
42.74,0.8,0.516
42.76,0.8,0.516
42.78,0.8,0.516
42.8,0.8,0.518
42.82,0.8,0.518
42.84,0.8,0.518
42.86,0.8,0.52
42.88,0.8,0.52
42.9,0.8,0.52
42.92,0.8,0.52
42.94,0.8,0.52
42.96,0.8,0.52
42.98,0.8,0.52
43,0.8,0.52
43.02,0.8,0.52
43.04,0.8,0.52
43.06,0.8,0.52
43.08,0.8,0.52
43.1,0.8,0.52
43.12,0.8,0.52
43.14,0.8,0.52
43.16,0.8,0.52
43.18,0.8,0.518
43.2,0.8,0.518
43.22,0.8,0.518
43.24,0.8,0.518
43.26,0.8,0.516
43.28,0.8,0.516
43.3,0.8,0.516
43.32,0.8,0.516
43.34,0.8,0.516
43.36,0.8,0.516
43.38,0.8,0.516
43.4,0.8,0.516
43.42,0.8,0.516
43.44,0.8,0.516
43.46,0.8,0.516
43.48,0.8,0.516
43.5,0.8,0.516
43.52,0.8,0.516
43.54,0.8,0.516
43.56,0.8,0.516
43.58,0.8,0.518
43.6,0.8,0.518
43.62,0.8,0.518
43.64,0.8,0.518
43.66,0.8,0.52
43.68,0.8,0.52
43.7,0.8,0.52
43.72,0.8,0.521
43.74,0.8,0.521
43.76,0.8,0.521
43.78,0.8,0.521
43.8,0.8,0.523
43.82,0.8,0.523
43.84,0.8,0.523
43.86,0.8,0.525
43.88,0.8,0.525
43.9,0.8,0.525
43.92,0.8,0.525
43.94,0.8,0.525
43.96,0.8,0.525
43.98,0.8,0.525
44,0.8,0.525
44.02,0.8,0.525
44.04,0.8,0.525
44.06,0.8,0.525
44.08,0.8,0.525
44.1,0.8,0.525
44.12,0.8,0.525
44.14,0.8,0.525
44.16,0.8,0.525
44.18,0.8,0.523
44.2,0.8,0.523
44.22,0.8,0.523
44.24,0.8,0.523
44.26,0.8,0.521
44.28,0.8,0.521
44.3,0.8,0.52
44.32,0.8,0.52
44.34,0.8,0.518
44.36,0.8,0.518
44.38,0.8,0.516
44.4,0.8,0.516
44.42,0.8,0.514
44.44,0.8,0.514
44.46,0.8,0.513
44.48,0.8,0.513
44.5,0.8,0.513
44.52,0.8,0.511
44.54,0.8,0.511
44.56,0.8,0.509
44.58,0.8,0.509
44.6,0.8,0.509
44.62,0.8,0.507
44.64,0.8,0.507
44.66,0.8,0.507
44.68,0.8,0.507
44.7,0.8,0.507
44.72,0.8,0.507
44.74,0.8,0.507
44.76,0.8,0.507
44.78,0.8,0.507
44.8,0.8,0.507
44.82,0.8,0.509
44.84,0.8,0.509
44.86,0.8,0.509
44.88,0.8,0.509
44.9,0.8,0.511
44.92,0.8,0.511
44.94,0.8,0.513
44.96,0.8,0.513
44.98,0.8,0.513
45,0.8,0.514
45.02,0.8,0.514
45.04,0.8,0.516
45.06,0.8,0.516
45.08,0.8,0.518
45.1,0.8,0.518
45.12,0.8,0.52
45.14,0.8,0.52
45.16,0.8,0.521
45.18,0.8,0.521
45.2,0.8,0.523
45.22,0.8,0.523
45.24,0.8,0.523
45.26,0.8,0.525
45.28,0.8,0.525
45.3,0.8,0.527
45.32,0.8,0.527
45.34,0.8,0.527
45.36,0.8,0.527
45.38,0.8,0.528
45.4,0.8,0.528
45.42,0.8,0.528
45.44,0.8,0.528
45.46,0.8,0.528
45.48,0.8,0.528
45.5,0.8,0.527
45.52,0.8,0.527
45.54,0.8,0.527
45.56,0.8,0.527
45.58,0.8,0.527
45.6,0.8,0.527
45.62,0.8,0.525
45.64,0.8,0.525
45.66,0.8,0.523
45.68,0.8,0.523
45.7,0.8,0.521
45.72,0.8,0.521
45.74,0.8,0.52
45.76,0.8,0.52
45.78,0.8,0.518
45.8,0.8,0.518
45.82,0.8,0.516
45.84,0.8,0.516
45.86,0.8,0.514
45.88,0.8,0.513
45.9,0.8,0.513
45.92,0.8,0.511
45.94,0.8,0.509
45.96,0.8,0.509
45.98,0.8,0.507
46,0.8,0.507
46.02,0.8,0.506
46.04,0.8,0.506
46.06,0.8,0.504
46.08,0.8,0.504
46.1,0.8,0.502
46.12,0.8,0.502
46.14,0.8,0.502
46.16,0.8,0.502
46.18,0.8,0.5
46.2,0.8,0.5
46.22,0.8,0.5
46.24,0.8,0.502
46.26,0.8,0.502
46.28,0.8,0.502
46.3,0.8,0.502
46.32,0.8,0.504
46.34,0.8,0.504
46.36,0.8,0.504
46.38,0.8,0.506
46.4,0.8,0.506
46.42,0.8,0.506
46.44,0.8,0.507
46.46,0.8,0.507
46.48,0.8,0.509
46.5,0.8,0.509
46.52,0.8,0.511
46.54,0.8,0.511
46.56,0.8,0.513
46.58,0.8,0.513
46.6,0.8,0.514
46.62,0.8,0.514
46.64,0.8,0.516
46.66,0.8,0.516
46.68,0.8,0.516
46.7,0.8,0.518
46.72,0.8,0.518
46.74,0.8,0.518
46.76,0.8,0.518
46.78,0.8,0.52
46.8,0.8,0.52
46.82,0.8,0.52
46.84,0.8,0.52
46.86,0.8,0.52
46.88,0.8,0.52
46.9,0.8,0.52
46.92,0.8,0.52
46.94,0.8,0.52
46.96,0.8,0.52
46.98,0.8,0.52
47,0.8,0.518
47.02,0.8,0.518
47.04,0.8,0.518
47.06,0.8,0.518
47.08,0.8,0.516
47.1,0.8,0.516
47.12,0.8,0.516
47.14,0.8,0.514
47.16,0.8,0.514
47.18,0.8,0.514
47.2,0.8,0.513
47.22,0.8,0.513
47.24,0.8,0.513
47.26,0.8,0.513
47.28,0.8,0.511
47.3,0.8,0.511
47.32,0.8,0.511
47.34,0.8,0.511
47.36,0.8,0.509
47.38,0.8,0.509
47.4,0.8,0.509
47.42,0.8,0.509
47.44,0.8,0.509
47.46,0.8,0.509
47.48,0.8,0.509
47.5,0.8,0.509
47.52,0.8,0.509
47.54,0.8,0.509
47.56,0.8,0.509
47.58,0.8,0.511
47.6,0.8,0.511
47.62,0.8,0.511
47.64,0.8,0.513
47.66,0.8,0.513
47.68,0.8,0.514
47.7,0.8,0.514
47.72,0.8,0.516
47.74,0.8,0.516
47.76,0.8,0.518
47.78,0.8,0.518
47.8,0.8,0.52
47.82,0.8,0.52
47.84,0.8,0.521
47.86,0.8,0.523
47.88,0.8,0.523
47.9,0.8,0.525
47.92,0.8,0.525
47.94,0.8,0.527
47.96,0.8,0.527
47.98,0.8,0.527
48,0.8,0.528
48.02,0.8,0.528
48.04,0.8,0.528
48.06,0.8,0.528
48.08,0.8,0.528
48.1,0.8,0.528
48.12,0.8,0.528
48.14,0.8,0.528
48.16,0.8,0.527
48.18,0.8,0.527
48.2,0.8,0.527
48.22,0.8,0.525
48.24,0.8,0.525
48.26,0.8,0.523
48.28,0.8,0.521
48.3,0.8,0.52
48.32,0.8,0.52
48.34,0.8,0.518
48.36,0.8,0.516
48.38,0.8,0.514
48.4,0.8,0.513
48.42,0.8,0.511
48.44,0.8,0.509
48.46,0.8,0.507
48.48,0.8,0.506
48.5,0.8,0.504
48.52,0.8,0.502
48.54,0.8,0.5
48.56,0.8,0.499
48.58,0.8,0.497
48.6,0.8,0.497
48.62,0.8,0.495
48.64,0.8,0.493
48.66,0.8,0.493
48.68,0.8,0.493
48.7,0.8,0.492
48.72,0.8,0.492
48.74,0.8,0.492
48.76,0.8,0.492
48.78,0.8,0.492
48.8,0.8,0.492
48.82,0.8,0.492
48.84,0.8,0.492
48.86,0.8,0.492
48.88,0.8,0.493
48.9,0.8,0.493
48.92,0.8,0.495
48.94,0.8,0.495
48.96,0.8,0.497
48.98,0.8,0.499
49,0.8,0.5
49.02,0.8,0.502
49.04,0.8,0.504
49.06,0.8,0.506
49.08,0.8,0.507
49.1,0.8,0.509
49.12,0.8,0.511
49.14,0.8,0.513
49.16,0.8,0.514
49.18,0.8,0.516
49.2,0.8,0.518
49.22,0.8,0.52
49.24,0.8,0.521
49.26,0.8,0.523
49.28,0.8,0.525
49.3,0.8,0.527
49.32,0.8,0.527
49.34,0.8,0.528
49.36,0.8,0.53
49.38,0.8,0.53
49.4,0.8,0.532
49.42,0.8,0.532
49.44,0.8,0.534
49.46,0.8,0.534
49.48,0.8,0.534
49.5,0.8,0.535
49.52,0.8,0.535
49.54,0.8,0.535
49.56,0.8,0.535
49.58,0.8,0.535
49.6,0.8,0.535
49.62,0.8,0.534
49.64,0.8,0.534
49.66,0.8,0.532
49.68,0.8,0.532
49.7,0.8,0.53
49.72,0.8,0.528
49.74,0.8,0.528
49.76,0.8,0.527
49.78,0.8,0.525
49.8,0.8,0.523
49.82,0.8,0.523
49.84,0.8,0.521
49.86,0.8,0.52
49.88,0.8,0.518
49.9,0.8,0.516
49.92,0.8,0.516
49.94,0.8,0.514
49.96,0.8,0.513
49.98,0.8,0.511
50,0.8,0.509
50.02,0.8,0.509
50.04,0.8,0.507
50.06,0.8,0.506
50.08,0.8,0.506
50.1,0.8,0.504
50.12,0.8,0.504
50.14,0.8,0.502
50.16,0.8,0.502
50.18,0.8,0.502
50.2,0.8,0.502
50.22,0.8,0.5
50.24,0.8,0.5
50.26,0.8,0.5
50.28,0.8,0.5
50.3,0.8,0.5
50.32,0.8,0.502
50.34,0.8,0.502
50.36,0.8,0.502
50.38,0.8,0.502
50.4,0.8,0.502
50.42,0.8,0.504
50.44,0.8,0.504
50.46,0.8,0.504
50.48,0.8,0.506
50.5,0.8,0.506
50.52,0.8,0.507
50.54,0.8,0.507
50.56,0.8,0.509
50.58,0.8,0.509
50.6,0.8,0.511
50.62,0.8,0.511
50.64,0.8,0.513
50.66,0.8,0.513
50.68,0.8,0.514
50.7,0.8,0.514
50.72,0.8,0.516
50.74,0.8,0.516
50.76,0.8,0.516
50.78,0.8,0.516
50.8,0.8,0.516
50.82,0.8,0.516
50.84,0.8,0.518
50.86,0.8,0.518
50.88,0.8,0.518
50.9,0.8,0.518
50.92,0.8,0.518
50.94,0.8,0.518
50.96,0.8,0.52
50.98,0.8,0.52
51,0.8,0.52
51.02,0.8,0.52
51.04,0.8,0.52
51.06,0.8,0.52
51.08,0.8,0.52
51.1,0.8,0.52
51.12,0.8,0.52
51.14,0.8,0.52
51.16,0.8,0.52
51.18,0.8,0.518
51.2,0.8,0.518
51.22,0.8,0.518
51.24,0.8,0.518
51.26,0.8,0.518
51.28,0.8,0.518
51.3,0.8,0.516
51.32,0.8,0.516
51.34,0.8,0.516
51.36,0.8,0.514
51.38,0.8,0.514
51.4,0.8,0.514
51.42,0.8,0.513
51.44,0.8,0.513
51.46,0.8,0.511
51.48,0.8,0.511
51.5,0.8,0.509
51.52,0.8,0.509
51.54,0.8,0.509
51.56,0.8,0.507
51.58,0.8,0.507
51.6,0.8,0.507
51.62,0.8,0.507
51.64,0.8,0.507
51.66,0.8,0.507
51.68,0.8,0.507
51.7,0.8,0.507
51.72,0.8,0.507
51.74,0.8,0.507
51.76,0.8,0.507
51.78,0.8,0.507
51.8,0.8,0.507
51.82,0.8,0.507
51.84,0.8,0.507
51.86,0.8,0.507
51.88,0.8,0.509
51.9,0.8,0.509
51.92,0.8,0.511
51.94,0.8,0.511
51.96,0.8,0.511
51.98,0.8,0.513
52,0.8,0.513
52.02,0.8,0.514
52.04,0.8,0.514
52.06,0.8,0.516
52.08,0.8,0.516
52.1,0.8,0.518
52.12,0.8,0.518
52.14,0.8,0.518
52.16,0.8,0.52
52.18,0.8,0.52
52.2,0.8,0.52
52.22,0.8,0.521
52.24,0.8,0.521
52.26,0.8,0.521
52.28,0.8,0.521
52.3,0.8,0.523
52.32,0.8,0.523
52.34,0.8,0.523
52.36,0.8,0.523
52.38,0.8,0.523
52.4,0.8,0.523
52.42,0.8,0.523
52.44,0.8,0.523
52.46,0.8,0.521
52.48,0.8,0.521
52.5,0.8,0.521
52.52,0.8,0.52
52.54,0.8,0.52
52.56,0.8,0.52
52.58,0.8,0.518
52.6,0.8,0.518
52.62,0.8,0.516
52.64,0.8,0.516
52.66,0.8,0.514
52.68,0.8,0.514
52.7,0.8,0.513
52.72,0.8,0.511
52.74,0.8,0.511
52.76,0.8,0.509
52.78,0.8,0.509
52.8,0.8,0.507
52.82,0.8,0.507
52.84,0.8,0.507
52.86,0.8,0.506
52.88,0.8,0.506
52.9,0.8,0.506
52.92,0.8,0.506
52.94,0.8,0.504
52.96,0.8,0.504
52.98,0.8,0.504
53,0.8,0.504
53.02,0.8,0.504
53.04,0.8,0.504
53.06,0.8,0.504
53.08,0.8,0.504
53.1,0.8,0.504
53.12,0.8,0.506
53.14,0.8,0.506
53.16,0.8,0.506
53.18,0.8,0.506
53.2,0.8,0.506
53.22,0.8,0.507
53.24,0.8,0.507
53.26,0.8,0.509
53.28,0.8,0.509
53.3,0.8,0.511
53.32,0.8,0.511
53.34,0.8,0.513
53.36,0.8,0.513
53.38,0.8,0.514
53.4,0.8,0.514
53.42,0.8,0.516
53.44,0.8,0.518
53.46,0.8,0.518
53.48,0.8,0.52
53.5,0.8,0.52
53.52,0.8,0.521
53.54,0.8,0.523
53.56,0.8,0.523
53.58,0.8,0.525
53.6,0.8,0.525
53.62,0.8,0.525
53.64,0.8,0.527
53.66,0.8,0.527
53.68,0.8,0.527
53.7,0.8,0.527
53.72,0.8,0.527
53.74,0.8,0.527
53.76,0.8,0.527
53.78,0.8,0.525
53.8,0.8,0.525
53.82,0.8,0.525
53.84,0.8,0.525
53.86,0.8,0.523
53.88,0.8,0.523
53.9,0.8,0.521
53.92,0.8,0.521
53.94,0.8,0.521
53.96,0.8,0.52
53.98,0.8,0.52
54,0.8,0.52
54.02,0.8,0.518
54.04,0.8,0.518
54.06,0.8,0.516
54.08,0.8,0.516
54.1,0.8,0.516
54.12,0.8,0.514
54.14,0.8,0.514
54.16,0.8,0.514
54.18,0.8,0.514
54.2,0.8,0.514
54.22,0.8,0.514
54.24,0.8,0.514
54.26,0.8,0.514
54.28,0.8,0.514
54.3,0.8,0.514
54.32,0.8,0.514
54.34,0.8,0.514
54.36,0.8,0.514
54.38,0.8,0.516
54.4,0.8,0.516
54.42,0.8,0.516
54.44,0.8,0.516
54.46,0.8,0.516
54.48,0.8,0.516
54.5,0.8,0.516
54.52,0.8,0.516
54.54,0.8,0.518
54.56,0.8,0.518
54.58,0.8,0.518
54.6,0.8,0.518
54.62,0.8,0.518
54.64,0.8,0.518
54.66,0.8,0.52
54.68,0.8,0.52
54.7,0.8,0.52
54.72,0.8,0.52
54.74,0.8,0.52
54.76,0.8,0.52
54.78,0.8,0.52
54.8,0.8,0.52
54.82,0.8,0.52
54.84,0.8,0.52
54.86,0.8,0.52
54.88,0.8,0.518
54.9,0.8,0.518
54.92,0.8,0.518
54.94,0.8,0.516
54.96,0.8,0.516
54.98,0.8,0.514
55,0.8,0.514
55.02,0.8,0.513
55.04,0.8,0.513
55.06,0.8,0.513
55.08,0.8,0.511
55.1,0.8,0.511
55.12,0.8,0.511
55.14,0.8,0.511
55.16,0.8,0.509
55.18,0.8,0.509
55.2,0.8,0.509
55.22,0.8,0.509
55.24,0.8,0.509
55.26,0.8,0.507
55.28,0.8,0.507
55.3,0.8,0.507
55.32,0.8,0.507
55.34,0.8,0.507
55.36,0.8,0.507
55.38,0.8,0.507
55.4,0.8,0.507
55.42,0.8,0.509
55.44,0.8,0.509
55.46,0.8,0.509
55.48,0.8,0.509
55.5,0.8,0.511
55.52,0.8,0.511
55.54,0.8,0.511
55.56,0.8,0.511
55.58,0.8,0.513
55.6,0.8,0.513
55.62,0.8,0.513
55.64,0.8,0.514
55.66,0.8,0.514
55.68,0.8,0.516
55.7,0.8,0.516
55.72,0.8,0.516
55.74,0.8,0.518
55.76,0.8,0.518
55.78,0.8,0.52
55.8,0.8,0.52
55.82,0.8,0.52
55.84,0.8,0.521
55.86,0.8,0.521
55.88,0.8,0.521
55.9,0.8,0.523
55.92,0.8,0.523
55.94,0.8,0.523
55.96,0.8,0.523
55.98,0.8,0.523
56,0.8,0.523
56.02,0.8,0.523
56.04,0.8,0.523
56.06,0.8,0.523
56.08,0.8,0.523
56.1,0.8,0.523
56.12,0.8,0.523
56.14,0.8,0.521
56.16,0.8,0.521
56.18,0.8,0.521
56.2,0.8,0.521
56.22,0.8,0.52
56.24,0.8,0.52
56.26,0.8,0.52
56.28,0.8,0.52
56.3,0.8,0.518
56.32,0.8,0.518
56.34,0.8,0.518
56.36,0.8,0.516
56.38,0.8,0.516
56.4,0.8,0.516
56.42,0.8,0.516
56.44,0.8,0.514
56.46,0.8,0.514
56.48,0.8,0.514
56.5,0.8,0.514
56.52,0.8,0.513
56.54,0.8,0.513
56.56,0.8,0.513
56.58,0.8,0.513
56.6,0.8,0.513
56.62,0.8,0.513
56.64,0.8,0.513
56.66,0.8,0.513
56.68,0.8,0.513
56.7,0.8,0.513
56.72,0.8,0.513
56.74,0.8,0.513
56.76,0.8,0.513
56.78,0.8,0.513
56.8,0.8,0.513
56.82,0.8,0.513
56.84,0.8,0.513
56.86,0.8,0.513
56.88,0.8,0.514
56.9,0.8,0.514
56.92,0.8,0.514
56.94,0.8,0.514
56.96,0.8,0.514
56.98,0.8,0.514
57,0.8,0.514
57.02,0.8,0.514
57.04,0.8,0.514
57.06,0.8,0.514
57.08,0.8,0.514
57.1,0.8,0.514
57.12,0.8,0.514
57.14,0.8,0.514
57.16,0.8,0.514
57.18,0.8,0.516
57.2,0.8,0.516
57.22,0.8,0.516
57.24,0.8,0.516
57.26,0.8,0.516
57.28,0.8,0.516
57.3,0.8,0.518
57.32,0.8,0.518
57.34,0.8,0.518
57.36,0.8,0.518
57.38,0.8,0.518
57.4,0.8,0.518
57.42,0.8,0.518
57.44,0.8,0.518
57.46,0.8,0.518
57.48,0.8,0.518
57.5,0.8,0.518
57.52,0.8,0.518
57.54,0.8,0.518
57.56,0.8,0.518
57.58,0.8,0.518
57.6,0.8,0.518
57.62,0.8,0.518
57.64,0.8,0.518
57.66,0.8,0.516
57.68,0.8,0.516
57.7,0.8,0.516
57.72,0.8,0.516
57.74,0.8,0.516
57.76,0.8,0.516
57.78,0.8,0.516
57.8,0.8,0.516
57.82,0.8,0.516
57.84,0.8,0.516
57.86,0.8,0.516
57.88,0.8,0.514
57.9,0.8,0.514
57.92,0.8,0.514
57.94,0.8,0.514
57.96,0.8,0.514
57.98,0.8,0.514
58,0.8,0.514
58.02,0.8,0.513
58.04,0.8,0.513
58.06,0.8,0.513
58.08,0.8,0.513
58.1,0.8,0.513
58.12,0.8,0.513
58.14,0.8,0.513
58.16,0.8,0.513
58.18,0.8,0.513
58.2,0.8,0.513
58.22,0.8,0.513
58.24,0.8,0.513
58.26,0.8,0.513
58.28,0.8,0.513
