Tiempo ,ANGULO,ENTRADA,ESTIMULO,PERTURBA
12.7,0.49,0.8,0.8,0
12.72,0.488,0.8,0.8,0
12.74,0.488,0.8,0.8,0
12.76,0.488,0.8,0.8,0
12.78,0.488,0.8,0.8,0
12.8,0.488,0.8,0.8,0
12.82,0.488,0.8,0.8,0
12.84,0.49,0.8,0.8,0
12.86,0.49,0.8,0.8,0
12.88,0.492,0.8,0.8,0
12.9,0.492,0.8,0.8,0
12.92,0.493,0.8,0.8,0
12.94,0.495,0.8,0.8,0
12.96,0.497,0.8,0.8,0
12.98,0.499,0.8,0.8,0
13,0.5,0.8,0.8,0
13.02,0.502,0.8,0.8,0
13.04,0.504,0.8,0.8,0
13.06,0.506,0.8,0.8,0
13.08,0.507,0.8,0.8,0
13.1,0.511,0.8,0.8,0
13.12,0.513,0.8,0.8,0
13.14,0.514,0.8,0.8,0
13.16,0.516,0.8,0.8,0
13.18,0.518,0.8,0.8,0
13.2,0.52,0.8,0.8,0
13.22,0.521,0.8,0.8,0
13.24,0.521,0.8,0.8,0
13.26,0.523,0.8,0.8,0
13.28,0.525,0.8,0.8,0
13.3,0.525,0.8,0.8,0
13.32,0.527,0.8,0.8,0
13.34,0.528,0.8,0.8,0
13.36,0.528,0.8,0.8,0
13.38,0.53,0.8,0.8,0
13.4,0.53,0.8,0.8,0
13.42,0.53,0.8,0.8,0
13.44,0.532,0.8,0.8,0
13.46,0.532,0.8,0.8,0
13.48,0.532,0.8,0.8,0
13.5,0.532,0.8,0.8,0
13.52,0.532,0.8,0.8,0
13.54,0.532,0.8,0.8,0
13.56,0.532,0.8,0.8,0
13.58,0.532,0.8,0.8,0
13.6,0.532,0.8,0.8,0
13.62,0.532,0.8,0.8,0
13.64,0.532,0.8,0.8,0
13.66,0.53,0.8,0.8,0
13.68,0.53,0.8,0.8,0
13.7,0.53,0.8,0.8,0
13.72,0.528,0.8,0.8,0
13.74,0.528,0.8,0.8,0
13.76,0.527,0.8,0.8,0
13.78,0.525,0.8,0.8,0
13.8,0.525,0.8,0.8,0
13.82,0.523,0.8,0.8,0
13.84,0.521,0.8,0.8,0
13.86,0.52,0.8,0.8,0
13.88,0.52,0.8,0.8,0
13.9,0.518,0.8,0.8,0
13.92,0.516,0.8,0.8,0
13.94,0.514,0.8,0.8,0
13.96,0.513,0.8,0.8,0
13.98,0.513,0.8,0.8,0
14,0.511,0.8,0.8,0
14.02,0.509,0.8,0.8,0
14.04,0.509,0.8,0.8,0
14.06,0.507,0.8,0.8,0
14.08,0.507,0.8,0.8,0
14.1,0.506,0.8,0.8,0
14.12,0.506,0.8,0.8,0
14.14,0.504,0.8,0.8,0
14.16,0.504,0.8,0.8,0
14.18,0.502,0.8,0.8,0
14.2,0.502,0.8,0.8,0
14.22,0.502,0.8,0.8,0
14.24,0.502,0.8,0.8,0
14.26,0.502,0.8,0.8,0
14.28,0.502,0.8,0.8,0
14.3,0.502,0.8,0.8,0
14.32,0.502,0.8,0.8,0
14.34,0.502,0.8,0.8,0
14.36,0.502,0.8,0.8,0
14.38,0.504,0.8,0.8,0
14.4,0.504,0.8,0.8,0
14.42,0.504,0.8,0.8,0
14.44,0.506,0.8,0.8,0
14.46,0.506,0.8,0.8,0
14.48,0.507,0.8,0.8,0
14.5,0.507,0.8,0.8,0
14.52,0.507,0.8,0.8,0
14.54,0.507,0.8,0.8,0
14.56,0.509,0.8,0.8,0
14.58,0.509,0.8,0.8,0
14.6,0.509,0.8,0.8,0
14.62,0.511,0.8,0.8,0
14.64,0.511,0.8,0.8,0
14.66,0.511,0.8,0.8,0
14.68,0.513,0.8,0.8,0
14.7,0.513,0.8,0.8,0
14.72,0.513,0.8,0.8,0
14.74,0.514,0.8,0.8,0
14.76,0.514,0.8,0.8,0
14.78,0.514,0.8,0.8,0
14.8,0.516,0.8,0.8,0
14.82,0.516,0.8,0.8,0
14.84,0.516,0.8,0.8,0
14.86,0.516,0.8,0.8,0
14.88,0.518,0.8,0.8,0
14.9,0.518,0.8,0.8,0
14.92,0.518,0.8,0.8,0
14.94,0.518,0.8,0.8,0
14.96,0.52,0.8,0.8,0
14.98,0.52,0.8,0.8,0
15,0.52,0.8,0.8,0
15.02,0.52,0.8,0.8,0
15.04,0.52,0.8,0.8,0
15.06,0.52,0.8,0.8,0
15.08,0.518,0.8,0.8,0
15.1,0.518,0.8,0.8,0
15.12,0.518,0.8,0.8,0
15.14,0.518,0.8,0.8,0
15.16,0.518,0.8,0.8,0
15.18,0.516,0.8,0.8,0
15.2,0.516,0.8,0.8,0
15.22,0.516,0.8,0.8,0
15.24,0.516,0.8,0.8,0
15.26,0.514,0.8,0.8,0
15.28,0.514,0.8,0.8,0
15.3,0.514,0.8,0.8,0
15.32,0.514,0.8,0.8,0
15.34,0.514,0.8,0.8,0
15.36,0.513,0.8,0.8,0
15.38,0.513,0.8,0.8,0
15.4,0.513,0.8,0.8,0
15.42,0.511,0.8,0.8,0
15.44,0.511,0.8,0.8,0
15.46,0.511,0.8,0.8,0
15.48,0.511,0.8,0.8,0
15.5,0.509,0.8,0.8,0
15.52,0.509,0.8,0.8,0
15.54,0.509,0.8,0.8,0
15.56,0.507,0.8,0.8,0
15.58,0.507,0.8,0.8,0
15.6,0.507,0.8,0.8,0
15.62,0.506,0.8,0.8,0
15.64,0.506,0.8,0.8,0
15.66,0.506,0.8,0.8,0
15.68,0.506,0.8,0.8,0
15.7,0.504,0.8,0.8,0
15.72,0.504,0.8,0.8,0
15.74,0.504,0.8,0.8,0
15.76,0.504,0.8,0.8,0
15.78,0.504,0.8,0.8,0
15.8,0.504,0.8,0.8,0
15.82,0.504,0.8,0.8,0
15.84,0.504,0.8,0.8,0
15.86,0.504,0.8,0.8,0
15.88,0.504,0.8,0.8,0
15.9,0.506,0.8,0.8,0
15.92,0.506,0.8,0.8,0
15.94,0.506,0.8,0.8,0
15.96,0.506,0.8,0.8,0
15.98,0.506,0.8,0.8,0
16,0.506,0.8,0.8,0
16.02,0.507,0.8,0.8,0
16.04,0.507,0.8,0.8,0
16.06,0.507,0.8,0.8,0
16.08,0.507,0.8,0.8,0
16.1,0.509,0.8,0.8,0
16.12,0.509,0.8,0.8,0
16.14,0.509,0.8,0.8,0
16.16,0.509,0.8,0.8,0
16.18,0.509,0.8,0.8,0
16.2,0.509,0.8,0.8,0
16.22,0.511,0.8,0.8,0
16.24,0.511,0.8,0.8,0
16.26,0.511,0.8,0.8,0
16.28,0.511,0.8,0.8,0
16.3,0.511,0.8,0.8,0
16.32,0.513,0.8,0.8,0
16.34,0.513,0.8,0.8,0
16.36,0.513,0.8,0.8,0
16.38,0.513,0.8,0.8,0
16.4,0.513,0.8,0.8,0
16.42,0.513,0.8,0.8,0
16.44,0.513,0.8,0.8,0
16.46,0.513,0.8,0.8,0
16.48,0.513,0.8,0.8,0
16.5,0.513,0.8,0.8,0
16.52,0.513,0.8,0.8,0
16.54,0.513,0.8,0.8,0
16.56,0.511,0.8,0.8,0
16.58,0.511,0.8,0.8,0
16.6,0.511,0.8,0.8,0
16.62,0.511,0.8,0.8,0
16.64,0.511,0.8,0.8,0
16.66,0.511,0.8,0.8,0
16.68,0.509,0.8,0.8,0
16.7,0.509,0.8,0.8,0
16.72,0.509,0.8,0.8,0
16.74,0.509,0.8,0.8,0
16.76,0.509,0.8,0.8,0
16.78,0.507,0.8,0.8,0
16.8,0.507,0.8,0.8,0
16.82,0.507,0.8,0.8,0
16.84,0.507,0.8,0.8,0
16.86,0.507,0.8,0.8,0
16.88,0.507,0.8,0.8,0
16.9,0.507,0.8,0.8,0
16.92,0.507,0.8,0.8,0
16.94,0.507,0.8,0.8,0
16.96,0.507,0.8,0.8,0
16.98,0.507,0.8,0.8,0
17,0.507,0.8,0.8,0
17.02,0.507,0.8,0.8,0
17.04,0.507,0.8,0.8,0
17.06,0.507,0.8,0.8,0
17.08,0.509,0.8,0.8,0
17.1,0.509,0.8,0.8,0
17.12,0.509,0.8,0.8,0
17.14,0.509,0.8,0.8,0
17.16,0.511,0.8,0.8,0
17.18,0.511,0.8,0.8,0
17.2,0.511,0.8,0.8,0
17.22,0.513,0.8,0.8,0
17.24,0.513,0.8,0.8,0
17.26,0.513,0.8,0.8,0
17.28,0.514,0.8,0.8,0
17.3,0.514,0.8,0.8,0
17.32,0.514,0.8,0.8,0
17.34,0.514,0.8,0.8,0
17.36,0.516,0.8,0.8,0
17.38,0.516,0.8,0.8,0
17.4,0.516,0.8,0.8,0
17.42,0.516,0.8,0.8,0
17.44,0.516,0.8,0.8,0
17.46,0.516,0.8,0.8,0
17.48,0.516,0.8,0.8,0
17.5,0.516,0.8,0.8,0
17.52,0.516,0.8,0.8,0
17.54,0.516,0.8,0.8,0
17.56,0.516,0.8,0.8,0
17.58,0.516,0.8,0.8,0
17.6,0.516,0.8,0.8,0
17.62,0.516,0.8,0.8,0
17.64,0.516,0.8,0.8,0
17.66,0.516,0.8,0.8,0
17.68,0.516,0.8,0.8,0
17.7,0.514,0.8,0.8,0
17.72,0.514,0.8,0.8,0
17.74,0.514,0.8,0.8,0
17.76,0.514,0.8,0.8,0
17.78,0.513,0.8,0.8,0
17.8,0.513,0.8,0.8,0
17.82,0.513,0.8,0.8,0
17.84,0.513,0.8,0.8,0
17.86,0.513,0.8,0.8,0
17.88,0.511,0.8,0.8,0
17.9,0.511,0.8,0.8,0
17.92,0.511,0.8,0.8,0
17.94,0.511,0.8,0.8,0
17.96,0.509,0.8,0.8,0
17.98,0.509,0.8,0.8,0
18,0.509,0.8,0.8,0
18.02,0.509,0.8,0.8,0
18.04,0.507,0.8,0.8,0
18.06,0.507,0.8,0.8,0
18.08,0.507,0.8,0.8,0
18.1,0.507,0.8,0.8,0
18.12,0.506,0.8,0.8,0
18.14,0.506,0.8,0.8,0
18.16,0.506,0.8,0.8,0
18.18,0.506,0.8,0.8,0
18.2,0.506,0.8,0.8,0
18.22,0.506,0.8,0.8,0
18.24,0.506,0.8,0.8,0
18.26,0.506,0.8,0.8,0
18.28,0.506,0.8,0.8,0
18.3,0.506,0.8,0.8,0
18.32,0.506,0.8,0.8,0
18.34,0.506,0.8,0.8,0
18.36,0.506,0.8,0.8,0
18.38,0.506,0.8,0.8,0
18.4,0.506,0.8,0.8,0
18.42,0.507,0.8,0.8,0
18.44,0.507,0.8,0.8,0
18.46,0.507,0.8,0.8,0
18.48,0.509,0.8,0.8,0
18.5,0.509,0.8,0.8,0
18.52,0.509,0.8,0.8,0
18.54,0.511,0.8,0.8,0
18.56,0.511,0.8,0.8,0
18.58,0.511,0.8,0.8,0
18.6,0.513,0.8,0.8,0
18.62,0.513,0.8,0.8,0
18.64,0.513,0.8,0.8,0
18.66,0.513,0.8,0.8,0
18.68,0.514,0.8,0.8,0
18.7,0.514,0.8,0.8,0
18.72,0.514,0.8,0.8,0
18.74,0.516,0.8,0.8,0
18.76,0.516,0.8,0.8,0
18.78,0.516,0.8,0.8,0
18.8,0.516,0.8,0.8,0
18.82,0.516,0.8,0.8,0
18.84,0.516,0.8,0.8,0
18.86,0.516,0.8,0.8,0
18.88,0.516,0.8,0.8,0
18.9,0.516,0.8,0.8,0
18.92,0.516,0.8,0.8,0
18.94,0.516,0.8,0.8,0
18.96,0.516,0.8,0.8,0
18.98,0.516,0.8,0.8,0
19,0.516,0.8,0.8,0
19.02,0.516,0.8,0.8,0
19.04,0.514,0.8,0.8,0
19.06,0.514,0.8,0.8,0
19.08,0.514,0.8,0.8,0
19.1,0.514,0.8,0.8,0
19.12,0.513,0.8,0.8,0
19.14,0.513,0.8,0.8,0
19.16,0.513,0.8,0.8,0
19.18,0.513,0.8,0.8,0
19.2,0.511,0.8,0.8,0
19.22,0.511,0.8,0.8,0
19.24,0.511,0.8,0.8,0
19.26,0.509,0.8,0.8,0
19.28,0.509,0.8,0.8,0
19.3,0.509,0.8,0.8,0
19.32,0.507,0.8,0.8,0
19.34,0.507,0.8,0.8,0
19.36,0.507,0.8,0.8,0
19.38,0.506,0.8,0.8,0
19.4,0.506,0.8,0.8,0
19.42,0.504,0.8,0.8,0
19.44,0.504,0.8,0.8,0
19.46,0.504,0.8,0.8,0
19.48,0.504,0.8,0.8,0
19.5,0.502,0.8,0.8,0
19.52,0.502,0.8,0.8,0
19.54,0.502,0.8,0.8,0
19.56,0.502,0.8,0.8,0
19.58,0.502,0.8,0.8,0
19.6,0.502,0.8,0.8,0
19.62,0.502,0.8,0.8,0
19.64,0.502,0.8,0.8,0
19.66,0.504,0.8,0.8,0
19.68,0.504,0.8,0.8,0
19.7,0.504,0.8,0.8,0
19.72,0.504,0.8,0.8,0
19.74,0.504,0.8,0.8,0
19.76,0.504,0.8,0.8,0
19.78,0.504,0.8,0.8,0
19.8,0.504,0.8,0.8,0
19.82,0.504,0.8,0.8,0
19.84,0.504,0.8,0.8,0
19.86,0.506,0.8,0.8,0
19.88,0.506,0.8,0.8,0
19.9,0.506,0.8,0.8,0
19.92,0.506,0.8,0.8,0
19.94,0.506,0.8,0.8,0
19.96,0.506,0.8,0.8,0
19.98,0.506,0.8,0.8,0
20,0.506,0.8,0.8,0
20.02,0.506,0.8,0.8,0
20.04,0.506,0.9,0.8,0.1
20.06,0.506,0.9,0.8,0.1
20.08,0.507,0.9,0.8,0.1
20.1,0.507,0.9,0.8,0.1
20.12,0.509,0.9,0.8,0.1
20.14,0.511,0.9,0.8,0.1
20.16,0.514,0.9,0.8,0.1
20.18,0.516,0.9,0.8,0.1
20.2,0.52,0.9,0.8,0.1
20.22,0.525,0.9,0.8,0.1
20.24,0.53,0.9,0.8,0.1
20.26,0.535,0.9,0.8,0.1
20.28,0.541,0.9,0.8,0.1
20.3,0.548,0.9,0.8,0.1
20.32,0.555,0.9,0.8,0.1
20.34,0.562,0.9,0.8,0.1
20.36,0.57,0.9,0.8,0.1
20.38,0.579,0.9,0.8,0.1
20.4,0.586,0.9,0.8,0.1
20.42,0.595,0.9,0.8,0.1
20.44,0.603,0.9,0.8,0.1
20.46,0.612,0.9,0.8,0.1
20.48,0.621,0.9,0.8,0.1
20.5,0.631,0.9,0.8,0.1
20.52,0.64,0.9,0.8,0.1
20.54,0.647,0.9,0.8,0.1
20.56,0.656,0.9,0.8,0.1
20.58,0.664,0.9,0.8,0.1
20.6,0.671,0.9,0.8,0.1
20.62,0.68,0.9,0.8,0.1
20.64,0.685,0.9,0.8,0.1
20.66,0.692,0.9,0.8,0.1
20.68,0.699,0.9,0.8,0.1
20.7,0.705,0.9,0.8,0.1
20.72,0.708,0.9,0.8,0.1
20.74,0.713,0.9,0.8,0.1
20.76,0.717,0.9,0.8,0.1
20.78,0.72,0.9,0.8,0.1
20.8,0.722,0.9,0.8,0.1
20.82,0.726,0.9,0.8,0.1
20.84,0.726,0.9,0.8,0.1
20.86,0.727,0.9,0.8,0.1
20.88,0.727,0.9,0.8,0.1
20.9,0.727,0.9,0.8,0.1
20.92,0.726,0.9,0.8,0.1
20.94,0.724,0.9,0.8,0.1
20.96,0.722,0.9,0.8,0.1
20.98,0.719,0.9,0.8,0.1
21,0.715,0.9,0.8,0.1
21.02,0.712,0.9,0.8,0.1
21.04,0.708,0.9,0.8,0.1
21.06,0.703,0.9,0.8,0.1
21.08,0.698,0.9,0.8,0.1
21.1,0.692,0.9,0.8,0.1
21.12,0.687,0.9,0.8,0.1
21.14,0.68,0.9,0.8,0.1
21.16,0.673,0.9,0.8,0.1
21.18,0.666,0.9,0.8,0.1
21.2,0.659,0.9,0.8,0.1
21.22,0.652,0.9,0.8,0.1
21.24,0.645,0.9,0.8,0.1
21.26,0.638,0.9,0.8,0.1
21.28,0.63,0.9,0.8,0.1
21.3,0.623,0.9,0.8,0.1
21.32,0.616,0.9,0.8,0.1
21.34,0.609,0.9,0.8,0.1
21.36,0.602,0.9,0.8,0.1
21.38,0.595,0.9,0.8,0.1
21.4,0.588,0.9,0.8,0.1
21.42,0.582,0.9,0.8,0.1
21.44,0.577,0.9,0.8,0.1
21.46,0.572,0.9,0.8,0.1
21.48,0.567,0.9,0.8,0.1
21.5,0.563,0.9,0.8,0.1
21.52,0.56,0.9,0.8,0.1
21.54,0.556,0.9,0.8,0.1
21.56,0.555,0.9,0.8,0.1
21.58,0.553,0.9,0.8,0.1
21.6,0.551,0.9,0.8,0.1
21.62,0.549,0.9,0.8,0.1
21.64,0.549,0.9,0.8,0.1
21.66,0.549,0.9,0.8,0.1
21.68,0.551,0.9,0.8,0.1
21.7,0.553,0.9,0.8,0.1
21.72,0.555,0.9,0.8,0.1
21.74,0.556,0.9,0.8,0.1
21.76,0.56,0.9,0.8,0.1
21.78,0.563,0.9,0.8,0.1
21.8,0.567,0.9,0.8,0.1
21.82,0.57,0.9,0.8,0.1
21.84,0.575,0.9,0.8,0.1
21.86,0.579,0.9,0.8,0.1
21.88,0.584,0.9,0.8,0.1
21.9,0.589,0.9,0.8,0.1
21.92,0.596,0.9,0.8,0.1
21.94,0.602,0.9,0.8,0.1
21.96,0.607,0.9,0.8,0.1
21.98,0.614,0.9,0.8,0.1
22,0.619,0.9,0.8,0.1
22.02,0.626,0.9,0.8,0.1
22.04,0.631,0.9,0.8,0.1
22.06,0.638,0.9,0.8,0.1
22.08,0.644,0.9,0.8,0.1
22.1,0.651,0.9,0.8,0.1
22.12,0.656,0.9,0.8,0.1
22.14,0.661,0.9,0.8,0.1
22.16,0.668,0.9,0.8,0.1
22.18,0.671,0.9,0.8,0.1
22.2,0.677,0.9,0.8,0.1
22.22,0.682,0.9,0.8,0.1
22.24,0.685,0.9,0.8,0.1
22.26,0.689,0.9,0.8,0.1
22.28,0.692,0.9,0.8,0.1
22.3,0.696,0.9,0.8,0.1
22.32,0.699,0.9,0.8,0.1
22.34,0.701,0.9,0.8,0.1
22.36,0.703,0.9,0.8,0.1
22.38,0.705,0.9,0.8,0.1
22.4,0.705,0.9,0.8,0.1
22.42,0.705,0.9,0.8,0.1
22.44,0.705,0.9,0.8,0.1
22.46,0.705,0.9,0.8,0.1
22.48,0.705,0.9,0.8,0.1
22.5,0.703,0.9,0.8,0.1
22.52,0.701,0.9,0.8,0.1
22.54,0.699,0.9,0.8,0.1
22.56,0.696,0.9,0.8,0.1
22.58,0.694,0.9,0.8,0.1
22.6,0.691,0.9,0.8,0.1
22.62,0.687,0.9,0.8,0.1
22.64,0.684,0.9,0.8,0.1
22.66,0.68,0.9,0.8,0.1
22.68,0.675,0.9,0.8,0.1
22.7,0.671,0.9,0.8,0.1
22.72,0.666,0.9,0.8,0.1
22.74,0.661,0.9,0.8,0.1
22.76,0.656,0.9,0.8,0.1
22.78,0.651,0.9,0.8,0.1
22.8,0.645,0.9,0.8,0.1
22.82,0.64,0.9,0.8,0.1
22.84,0.635,0.9,0.8,0.1
22.86,0.63,0.9,0.8,0.1
22.88,0.624,0.9,0.8,0.1
22.9,0.619,0.9,0.8,0.1
22.92,0.614,0.9,0.8,0.1
22.94,0.609,0.9,0.8,0.1
22.96,0.605,0.9,0.8,0.1
22.98,0.6,0.9,0.8,0.1
23,0.596,0.9,0.8,0.1
23.02,0.593,0.9,0.8,0.1
23.04,0.589,0.9,0.8,0.1
23.06,0.586,0.9,0.8,0.1
23.08,0.584,0.9,0.8,0.1
23.1,0.581,0.9,0.8,0.1
23.12,0.579,0.9,0.8,0.1
23.14,0.577,0.9,0.8,0.1
23.16,0.575,0.9,0.8,0.1
23.18,0.574,0.9,0.8,0.1
23.2,0.574,0.9,0.8,0.1
23.22,0.572,0.9,0.8,0.1
23.24,0.572,0.9,0.8,0.1
23.26,0.572,0.9,0.8,0.1
23.28,0.574,0.9,0.8,0.1
23.3,0.574,0.9,0.8,0.1
23.32,0.575,0.9,0.8,0.1
23.34,0.577,0.9,0.8,0.1
23.36,0.579,0.9,0.8,0.1
23.38,0.582,0.9,0.8,0.1
23.4,0.586,0.9,0.8,0.1
23.42,0.588,0.9,0.8,0.1
23.44,0.591,0.9,0.8,0.1
23.46,0.595,0.9,0.8,0.1
23.48,0.6,0.9,0.8,0.1
23.5,0.603,0.9,0.8,0.1
23.52,0.607,0.9,0.8,0.1
23.54,0.612,0.9,0.8,0.1
23.56,0.616,0.9,0.8,0.1
23.58,0.621,0.9,0.8,0.1
23.6,0.626,0.9,0.8,0.1
23.62,0.63,0.9,0.8,0.1
23.64,0.635,0.9,0.8,0.1
23.66,0.638,0.9,0.8,0.1
23.68,0.644,0.9,0.8,0.1
23.7,0.647,0.9,0.8,0.1
23.72,0.652,0.9,0.8,0.1
23.74,0.656,0.9,0.8,0.1
23.76,0.659,0.9,0.8,0.1
23.78,0.663,0.9,0.8,0.1
23.8,0.666,0.9,0.8,0.1
23.82,0.67,0.9,0.8,0.1
23.84,0.673,0.9,0.8,0.1
23.86,0.675,0.9,0.8,0.1
23.88,0.677,0.9,0.8,0.1
23.9,0.68,0.9,0.8,0.1
23.92,0.682,0.9,0.8,0.1
23.94,0.684,0.9,0.8,0.1
23.96,0.684,0.9,0.8,0.1
23.98,0.685,0.9,0.8,0.1
24,0.685,0.9,0.8,0.1
24.02,0.685,0.9,0.8,0.1
24.04,0.685,0.9,0.8,0.1
24.06,0.685,0.9,0.8,0.1
24.08,0.684,0.9,0.8,0.1
24.1,0.684,0.9,0.8,0.1
24.12,0.682,0.9,0.8,0.1
24.14,0.68,0.9,0.8,0.1
24.16,0.678,0.9,0.8,0.1
24.18,0.677,0.9,0.8,0.1
24.2,0.675,0.9,0.8,0.1
24.22,0.671,0.9,0.8,0.1
24.24,0.67,0.9,0.8,0.1
24.26,0.666,0.9,0.8,0.1
24.28,0.664,0.9,0.8,0.1
24.3,0.661,0.9,0.8,0.1
24.32,0.658,0.9,0.8,0.1
24.34,0.656,0.9,0.8,0.1
24.36,0.652,0.9,0.8,0.1
24.38,0.649,0.9,0.8,0.1
24.4,0.645,0.9,0.8,0.1
24.42,0.642,0.9,0.8,0.1
24.44,0.64,0.9,0.8,0.1
24.46,0.637,0.9,0.8,0.1
24.48,0.633,0.9,0.8,0.1
24.5,0.63,0.9,0.8,0.1
24.52,0.628,0.9,0.8,0.1
24.54,0.624,0.9,0.8,0.1
24.56,0.621,0.9,0.8,0.1
24.58,0.619,0.9,0.8,0.1
24.6,0.616,0.9,0.8,0.1
24.62,0.614,0.9,0.8,0.1
24.64,0.61,0.9,0.8,0.1
24.66,0.609,0.9,0.8,0.1
24.68,0.605,0.9,0.8,0.1
24.7,0.603,0.9,0.8,0.1
24.72,0.602,0.9,0.8,0.1
24.74,0.6,0.9,0.8,0.1
24.76,0.598,0.9,0.8,0.1
24.78,0.596,0.9,0.8,0.1
24.8,0.596,0.9,0.8,0.1
24.82,0.595,0.9,0.8,0.1
24.84,0.595,0.9,0.8,0.1
24.86,0.595,0.9,0.8,0.1
24.88,0.595,0.9,0.8,0.1
24.9,0.595,0.9,0.8,0.1
24.92,0.596,0.9,0.8,0.1
24.94,0.596,0.9,0.8,0.1
24.96,0.598,0.9,0.8,0.1
24.98,0.6,0.9,0.8,0.1
25,0.6,0.9,0.8,0.1
